county,precinct,office,district,candidate,party,election_day,early_voting,mail,votes
Fountain,RICHLAND 2,President,,Paij Boring,,0,0,0,0
Fountain,RICHLAND 2,President,,Peter Sonski,,0,0,0,0
Fountain,RICHLAND 2,President,,Shondra Irving,,0,0,0,0
Fountain,RICHLAND 2,President,,Susan Maude Buchser,,0,0,0,0
Fountain,RICHLAND 2,President,,Tom Hoefling,,0,0,0,0
Fountain,RICHLAND 2,President,,William Cody Nalbach,,0,0,0,0
Fountain,RICHLAND 2,President,,Under Votes,,0,0,0,0
Fountain,RICHLAND 2,President,,Over Votes,,0,0,0,0
Fountain,RICHLAND 2,President,,Write-ins,,0,0,0,0
Fountain,RICHLAND 2,U.S. Senate,,JIM BANKS,REP,109,32,28,169
Fountain,RICHLAND 2,U.S. Senate,,VALERIE McCRAY,DEM,18,7,2,27
Fountain,RICHLAND 2,U.S. Senate,,ANDREW HORNING,LIB,7,0,1,8
Fountain,RICHLAND 2,U.S. Senate,,Antonio Xavier Alvarez,,0,0,0,0
Fountain,RICHLAND 2,U.S. Senate,,Phillip D. Beachy (Phil),,0,0,0,0
Fountain,RICHLAND 2,U.S. Senate,,Under Votes,,3,0,0,3
Fountain,RICHLAND 2,U.S. Senate,,Over Votes,,0,0,0,0
Fountain,RICHLAND 2,U.S. Senate,,Write-ins,,0,0,0,0
Fountain,RICHLAND 2,Governor,,MIKE BRAUN MICAH BECKWITH,REP,85,25,24,134
Fountain,RICHLAND 2,Governor,,JENNIFER G. McCORMICK TERRY GOODIN,DEM,27,10,3,40
Fountain,RICHLAND 2,Governor,,DONALD RAINWATER TONYA HUDSON,LIB,22,3,4,29
Fountain,RICHLAND 2,Governor,,Christopher Ryan Stried,,0,0,0,0
Fountain,RICHLAND 2,Governor,,Under Votes,,3,1,0,4
Fountain,RICHLAND 2,Governor,,Over Votes,,0,0,0,0
Fountain,RICHLAND 2,Governor,,Write-ins,,0,0,0,0
Fountain,RICHLAND 2,Attorney General,,TODD ROKITA,REP,110,33,29,172
Fountain,RICHLAND 2,Attorney General,,DESTINY WELLS,DEM,21,6,2,29
Fountain,RICHLAND 2,Attorney General,,Under Votes,,6,0,0,6
Fountain,RICHLAND 2,Attorney General,,Over Votes,,0,0,0,0
Fountain,RICHLAND 2,Attorney General,,Write-ins,,0,0,0,0
Fountain,RICHLAND 2,U.S. House,4,JIM BAIRD,REP,109,31,28,168
Fountain,RICHLAND 2,U.S. House,4,DERRICK HOLDER,DEM,17,8,2,27
Fountain,RICHLAND 2,U.S. House,4,ASHLEY GROFF,LIB,7,0,1,8
Fountain,RICHLAND 2,U.S. House,4,Under Votes,,4,0,0,4
Fountain,RICHLAND 2,U.S. House,4,Over Votes,,0,0,0,0
Fountain,RICHLAND 2,U.S. House,4,Write-ins,,0,0,0,0
Fountain,RICHLAND 2,State House,13,MATTHEW (MATT) COMMONS,REP,119,34,29,182
Fountain,RICHLAND 2,State House,13,EDWARD (ED) MOYER JR.,DEM,16,5,2,23
Fountain,RICHLAND 2,State House,13,Under Votes,,2,0,0,2
Fountain,RICHLAND 2,State House,13,Over Votes,,0,0,0,0
Fountain,RICHLAND 2,State House,13,Write-ins,,0,0,0,0
Fountain,RICHLAND 2,COUNTY AUDITOR,,KIM JOHNSON,REP,119,36,31,186
Fountain,RICHLAND 2,COUNTY AUDITOR,,Under Votes,,18,3,0,21
Fountain,RICHLAND 2,COUNTY AUDITOR,,Over Votes,,0,0,0,0
Fountain,RICHLAND 2,COUNTY AUDITOR,,Write-ins,,0,0,0,0
Fountain,RICHLAND 2,COUNTY TREASURER,,TIFFANY GRUBB-WELLS,REP,118,36,30,184
Fountain,RICHLAND 2,COUNTY TREASURER,,Under Votes,,19,3,1,23
Fountain,RICHLAND 2,COUNTY TREASURER,,Over Votes,,0,0,0,0
Fountain,RICHLAND 2,COUNTY TREASURER,,Write-ins,,0,0,0,0
Fountain,RICHLAND 2,COUNTY CORONER,,KAYLA A HOLT,REP,120,36,31,187
Fountain,RICHLAND 2,COUNTY CORONER,,Under Votes,,17,3,0,20
Fountain,RICHLAND 2,COUNTY CORONER,,Over Votes,,0,0,0,0
Fountain,RICHLAND 2,COUNTY CORONER,,Write-ins,,0,0,0,0
Fountain,RICHLAND 2,County Commissioner,1,AARON FRUITS,REP,119,33,29,181
Fountain,RICHLAND 2,County Commissioner,1,KATHY POSTON,DEM,17,6,2,25
Fountain,RICHLAND 2,County Commissioner,1,Under Votes,,1,0,0,1
Fountain,RICHLAND 2,County Commissioner,1,Over Votes,,0,0,0,0
Fountain,RICHLAND 2,County Commissioner,1,Write-ins,,0,0,0,0
Fountain,RICHLAND 2,County Commissioner,2,KENNETH KW RICE,REP,115,32,29,176
Fountain,RICHLAND 2,County Commissioner,2,LEXXI HADDOCK,DEM,20,7,2,29
Fountain,RICHLAND 2,County Commissioner,2,Under Votes,,2,0,0,2
Fountain,RICHLAND 2,County Commissioner,2,Over Votes,,0,0,0,0
Fountain,RICHLAND 2,County Commissioner,2,Write-ins,,0,0,0,0
Fountain,RICHLAND 2,"COUNTY COUNCIL, AT LARGE",,KELLY CARLSON,REP,81,28,19,128
Fountain,RICHLAND 2,"COUNTY COUNCIL, AT LARGE",,JEFFREY C CARVER,REP,84,25,22,131
Fountain,RICHLAND 2,"COUNTY COUNCIL, AT LARGE",,TODD HEGG,REP,74,24,15,113
Fountain,RICHLAND 2,"COUNTY COUNCIL, AT LARGE",,MARK BERTOLINO,DEM,15,5,3,23
Fountain,RICHLAND 2,"COUNTY COUNCIL, AT LARGE",,TOM BOOE,DEM,38,9,4,51
Fountain,RICHLAND 2,"COUNTY COUNCIL, AT LARGE",,CRAIG VANHOOK,DEM,18,6,3,27
Fountain,RICHLAND 2,"COUNTY COUNCIL, AT LARGE",,Under Votes,,101,20,27,148
Fountain,RICHLAND 2,"COUNTY COUNCIL, AT LARGE",,Over Votes,,0,0,0,0
Fountain,RICHLAND 2,"COUNTY COUNCIL, AT LARGE",,Write-ins,,0,0,0,0
Fountain,RICHLAND 2,"SCHOOL BOARD MEMBER SOUTHEAST FOUNTAIN SCHOOL BOARD, CAIN",,JOSHUA J FOXWORTHY,NON,105,29,24,158
Fountain,RICHLAND 2,"SCHOOL BOARD MEMBER SOUTHEAST FOUNTAIN SCHOOL BOARD, CAIN",,Under Votes,,32,10,7,49
Fountain,RICHLAND 2,"SCHOOL BOARD MEMBER SOUTHEAST FOUNTAIN SCHOOL BOARD, CAIN",,Over Votes,,0,0,0,0
Fountain,RICHLAND 2,"SCHOOL BOARD MEMBER SOUTHEAST FOUNTAIN SCHOOL BOARD, CAIN",,Write-ins,,0,0,0,0
Fountain,RICHLAND 2,"SCHOOL BOARD MEMBER SOUTHEAST FOUNTAIN SCHOOL BOARD, JACKSON",,TYLER BOWLING,NON,79,18,11,108
Fountain,RICHLAND 2,"SCHOOL BOARD MEMBER SOUTHEAST FOUNTAIN SCHOOL BOARD, JACKSON",,AMY J MUSSER,NON,21,10,6,37
Fountain,RICHLAND 2,"SCHOOL BOARD MEMBER SOUTHEAST FOUNTAIN SCHOOL BOARD, JACKSON",,Under Votes,,37,11,14,62
Fountain,RICHLAND 2,"SCHOOL BOARD MEMBER SOUTHEAST FOUNTAIN SCHOOL BOARD, JACKSON",,Over Votes,,0,0,0,0
Fountain,RICHLAND 2,"SCHOOL BOARD MEMBER SOUTHEAST FOUNTAIN SCHOOL BOARD, JACKSON",,Write-ins,,0,0,0,0
Fountain,RICHLAND 2,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA RUSH,,YES,,69,27,10,106
Fountain,RICHLAND 2,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA RUSH,,NO,,48,7,11,66
Fountain,RICHLAND 2,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA RUSH,,Under Votes,,20,5,10,35
Fountain,RICHLAND 2,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA RUSH,,Over Votes,,0,0,0,0
Fountain,RICHLAND 2,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA RUSH,,Write-ins,,0,0,0,0
Fountain,RICHLAND 2,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MASSA,,YES,,67,26,11,104
Fountain,RICHLAND 2,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MASSA,,NO,,46,8,8,62
Fountain,RICHLAND 2,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MASSA,,Under Votes,,24,5,12,41
Fountain,RICHLAND 2,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MASSA,,Over Votes,,0,0,0,0
Fountain,RICHLAND 2,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MASSA,,Write-ins,,0,0,0,0
Fountain,RICHLAND 2,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MOLTER,,YES,,68,24,9,101
Fountain,RICHLAND 2,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MOLTER,,NO,,43,8,10,61
Fountain,RICHLAND 2,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MOLTER,,Under Votes,,26,7,12,45
Fountain,RICHLAND 2,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MOLTER,,Over Votes,,0,0,0,0
Fountain,RICHLAND 2,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MOLTER,,Write-ins,,0,0,0,0
Fountain,RICHLAND 2,COURT OF APPEALS JUDICIAL RETENTION FIRST DISTRICT,,YES,,67,26,10,103
Fountain,RICHLAND 2,COURT OF APPEALS JUDICIAL RETENTION FIRST DISTRICT,,NO,,43,7,9,59
Fountain,RICHLAND 2,COURT OF APPEALS JUDICIAL RETENTION FIRST DISTRICT,,Under Votes,,27,6,12,45
Fountain,RICHLAND 2,COURT OF APPEALS JUDICIAL RETENTION FIRST DISTRICT,,Over Votes,,0,0,0,0
Fountain,RICHLAND 2,COURT OF APPEALS JUDICIAL RETENTION FIRST DISTRICT,,Write-ins,,0,0,0,0
Fountain,RICHLAND 2,COURT OF APPEALS JUDICIAL RETENTION FOURTH DISTRICT,,YES,,64,26,10,100
Fountain,RICHLAND 2,COURT OF APPEALS JUDICIAL RETENTION FOURTH DISTRICT,,NO,,44,7,9,60
Fountain,RICHLAND 2,COURT OF APPEALS JUDICIAL RETENTION FOURTH DISTRICT,,Under Votes,,29,6,12,47
Fountain,RICHLAND 2,COURT OF APPEALS JUDICIAL RETENTION FOURTH DISTRICT,,Over Votes,,0,0,0,0
Fountain,RICHLAND 2,COURT OF APPEALS JUDICIAL RETENTION FOURTH DISTRICT,,Write-ins,,0,0,0,0
Fountain,SHAWNEE,Registered Voters,,,,,,,478
Fountain,SHAWNEE,Ballots Cast,,,,,,,328
Fountain,SHAWNEE,Straight Party,,REPUBLICAN PARTY,REP,122,51,20,193
Fountain,SHAWNEE,Straight Party,,DEMOCRATIC PARTY,DEM,9,5,5,19
Fountain,SHAWNEE,Straight Party,,LIBERTARIAN PARTY,LIB,0,0,0,0
Fountain,SHAWNEE,Straight Party,,WE THE PEOPLE PARTY,WTP,2,1,0,3
Fountain,SHAWNEE,Straight Party,,Under Votes,,71,28,14,113
Fountain,SHAWNEE,Straight Party,,Over Votes,,0,0,0,0
Fountain,SHAWNEE,Straight Party,,Write-ins,,0,0,0,0
Fountain,SHAWNEE,PUBLIC QUESTION #1,,YES,,98,40,14,152
Fountain,SHAWNEE,PUBLIC QUESTION #1,,NO,,94,34,18,146
Fountain,SHAWNEE,PUBLIC QUESTION #1,,Under Votes,,12,11,7,30
Fountain,SHAWNEE,PUBLIC QUESTION #1,,Over Votes,,0,0,0,0
Fountain,SHAWNEE,PUBLIC QUESTION #1,,Write-ins,,0,0,0,0
Fountain,SHAWNEE,President,,Donald J. Trump,REP,183,73,30,286
Fountain,SHAWNEE,President,,Kamala D. Harris,DEM,18,12,9,39
Fountain,SHAWNEE,President,,Chase Oliver,LIB,0,0,0,0
Fountain,SHAWNEE,President,,Robert F. Kennedy Jr.,WTP,3,0,0,3
Fountain,SHAWNEE,President,,Andre Ramon McNeil Sr.,,0,0,0,0
Fountain,SHAWNEE,President,,Carol Asher,,0,0,0,0
Fountain,SHAWNEE,President,,Cherunda Lyn Fox,,0,0,0,0
Fountain,SHAWNEE,President,,Cornel West,,0,0,0,0
Fountain,SHAWNEE,President,,Doug Jenkins,,0,0,0,0
Fountain,SHAWNEE,President,,Paij Boring,,0,0,0,0
Fountain,SHAWNEE,President,,Peter Sonski,,0,0,0,0
Fountain,SHAWNEE,President,,Shondra Irving,,0,0,0,0
Fountain,SHAWNEE,President,,Susan Maude Buchser,,0,0,0,0
Fountain,SHAWNEE,President,,Tom Hoefling,,0,0,0,0
Fountain,SHAWNEE,President,,William Cody Nalbach,,0,0,0,0
Fountain,SHAWNEE,President,,Under Votes,,0,0,0,0
Fountain,SHAWNEE,President,,Over Votes,,0,0,0,0
Fountain,SHAWNEE,President,,Write-ins,,0,0,0,0
Fountain,SHAWNEE,U.S. Senate,,JIM BANKS,REP,179,73,31,283
Fountain,SHAWNEE,U.S. Senate,,VALERIE McCRAY,DEM,16,12,8,36
Fountain,SHAWNEE,U.S. Senate,,ANDREW HORNING,LIB,5,0,0,5
Fountain,SHAWNEE,U.S. Senate,,Antonio Xavier Alvarez,,0,0,0,0
Fountain,SHAWNEE,U.S. Senate,,Phillip D. Beachy (Phil),,0,0,0,0
Fountain,SHAWNEE,U.S. Senate,,Under Votes,,4,0,0,4
Fountain,SHAWNEE,U.S. Senate,,Over Votes,,0,0,0,0
Fountain,SHAWNEE,U.S. Senate,,Write-ins,,0,0,0,0
Fountain,SHAWNEE,Governor,,MIKE BRAUN MICAH BECKWITH,REP,167,69,29,265
Fountain,SHAWNEE,Governor,,JENNIFER G. McCORMICK TERRY GOODIN,DEM,23,15,9,47
Fountain,SHAWNEE,Governor,,DONALD RAINWATER TONYA HUDSON,LIB,12,0,1,13
Fountain,SHAWNEE,Governor,,Christopher Ryan Stried,,0,0,0,0
Fountain,SHAWNEE,Governor,,Under Votes,,2,1,0,3
Fountain,SHAWNEE,Governor,,Over Votes,,0,0,0,0
Fountain,SHAWNEE,Governor,,Write-ins,,0,0,0,0
Fountain,SHAWNEE,Attorney General,,TODD ROKITA,REP,180,74,28,282
Fountain,SHAWNEE,Attorney General,,DESTINY WELLS,DEM,20,11,11,42
Fountain,SHAWNEE,Attorney General,,Under Votes,,4,0,0,4
Fountain,SHAWNEE,Attorney General,,Over Votes,,0,0,0,0
Fountain,SHAWNEE,Attorney General,,Write-ins,,0,0,0,0
Fountain,SHAWNEE,U.S. House,4,JIM BAIRD,REP,180,73,28,281
Fountain,SHAWNEE,U.S. House,4,DERRICK HOLDER,DEM,11,10,11,32
Fountain,SHAWNEE,U.S. House,4,ASHLEY GROFF,LIB,9,1,0,10
Fountain,SHAWNEE,U.S. House,4,Under Votes,,4,1,0,5
Fountain,SHAWNEE,U.S. House,4,Over Votes,,0,0,0,0
Fountain,SHAWNEE,U.S. House,4,Write-ins,,0,0,0,0
Fountain,SHAWNEE,State House,13,MATTHEW (MATT) COMMONS,REP,187,78,32,297
Fountain,SHAWNEE,State House,13,EDWARD (ED) MOYER JR.,DEM,13,6,7,26
Fountain,SHAWNEE,State House,13,Under Votes,,4,1,0,5
Fountain,SHAWNEE,State House,13,Over Votes,,0,0,0,0
Fountain,SHAWNEE,State House,13,Write-ins,,0,0,0,0
Fountain,SHAWNEE,COUNTY AUDITOR,,KIM JOHNSON,REP,183,75,35,293
Fountain,SHAWNEE,COUNTY AUDITOR,,Under Votes,,21,10,4,35
Fountain,SHAWNEE,COUNTY AUDITOR,,Over Votes,,0,0,0,0
Fountain,SHAWNEE,COUNTY AUDITOR,,Write-ins,,0,0,0,0
Fountain,SHAWNEE,COUNTY TREASURER,,TIFFANY GRUBB-WELLS,REP,181,74,35,290
Fountain,SHAWNEE,COUNTY TREASURER,,Under Votes,,23,11,4,38
Fountain,SHAWNEE,COUNTY TREASURER,,Over Votes,,0,0,0,0
Fountain,SHAWNEE,COUNTY TREASURER,,Write-ins,,0,0,0,0
Fountain,SHAWNEE,COUNTY CORONER,,KAYLA A HOLT,REP,178,72,35,285
Fountain,SHAWNEE,COUNTY CORONER,,Under Votes,,26,13,4,43
Fountain,SHAWNEE,COUNTY CORONER,,Over Votes,,0,0,0,0
Fountain,SHAWNEE,COUNTY CORONER,,Write-ins,,0,0,0,0
Fountain,SHAWNEE,County Commissioner,1,AARON FRUITS,REP,176,77,30,283
Fountain,SHAWNEE,County Commissioner,1,KATHY POSTON,DEM,24,8,9,41
Fountain,SHAWNEE,County Commissioner,1,Under Votes,,4,0,0,4
Fountain,SHAWNEE,County Commissioner,1,Over Votes,,0,0,0,0
Fountain,SHAWNEE,County Commissioner,1,Write-ins,,0,0,0,0
Fountain,SHAWNEE,County Commissioner,2,KENNETH KW RICE,REP,165,72,28,265
Fountain,SHAWNEE,County Commissioner,2,LEXXI HADDOCK,DEM,36,12,11,59
Fountain,SHAWNEE,County Commissioner,2,Under Votes,,3,1,0,4
Fountain,SHAWNEE,County Commissioner,2,Over Votes,,0,0,0,0
Fountain,SHAWNEE,County Commissioner,2,Write-ins,,0,0,0,0
Fountain,SHAWNEE,"COUNTY COUNCIL, AT LARGE",,KELLY CARLSON,REP,150,61,26,237
Fountain,SHAWNEE,"COUNTY COUNCIL, AT LARGE",,JEFFREY C CARVER,REP,135,47,22,204
Fountain,SHAWNEE,"COUNTY COUNCIL, AT LARGE",,TODD HEGG,REP,117,44,23,184
Fountain,SHAWNEE,"COUNTY COUNCIL, AT LARGE",,MARK BERTOLINO,DEM,12,3,3,18
Fountain,SHAWNEE,"COUNTY COUNCIL, AT LARGE",,TOM BOOE,DEM,32,20,6,58
Fountain,SHAWNEE,"COUNTY COUNCIL, AT LARGE",,CRAIG VANHOOK,DEM,19,6,4,29
Fountain,SHAWNEE,"COUNTY COUNCIL, AT LARGE",,Under Votes,,147,74,33,254
Fountain,SHAWNEE,"COUNTY COUNCIL, AT LARGE",,Over Votes,,0,0,0,0
Fountain,SHAWNEE,"COUNTY COUNCIL, AT LARGE",,Write-ins,,0,0,0,0
Fountain,SHAWNEE,"SCHOOL BOARD MEMBER FOUNTAIN ATTICA SCHOOL BOARD, CITY OF ATTICA - Vote for two (2) only",,CHRISTOPHER W GAYLER,NON,142,55,24,221
Fountain,SHAWNEE,"SCHOOL BOARD MEMBER FOUNTAIN ATTICA SCHOOL BOARD, CITY OF ATTICA - Vote for two (2) only",,CHRIS VAN DE WATER,NON,79,42,23,144
Fountain,SHAWNEE,"SCHOOL BOARD MEMBER FOUNTAIN ATTICA SCHOOL BOARD, CITY OF ATTICA - Vote for two (2) only",,Under Votes,,187,73,31,291
Fountain,SHAWNEE,"SCHOOL BOARD MEMBER FOUNTAIN ATTICA SCHOOL BOARD, CITY OF ATTICA - Vote for two (2) only",,Over Votes,,0,0,0,0
Fountain,SHAWNEE,"SCHOOL BOARD MEMBER FOUNTAIN ATTICA SCHOOL BOARD, CITY OF ATTICA - Vote for two (2) only",,Write-ins,,0,0,0,0
Fountain,SHAWNEE,"SCHOOL BOARD MEMBER FOUNTAIN ATTICA SCHOOL BOARD, LOGAN",,LAURA PIERCE,NON,143,55,27,225
Fountain,SHAWNEE,"SCHOOL BOARD MEMBER FOUNTAIN ATTICA SCHOOL BOARD, LOGAN",,Under Votes,,61,30,12,103
Fountain,SHAWNEE,"SCHOOL BOARD MEMBER FOUNTAIN ATTICA SCHOOL BOARD, LOGAN",,Over Votes,,0,0,0,0
Fountain,SHAWNEE,"SCHOOL BOARD MEMBER FOUNTAIN ATTICA SCHOOL BOARD, LOGAN",,Write-ins,,0,0,0,0
Fountain,SHAWNEE,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA RUSH,,YES,,120,41,25,186
Fountain,SHAWNEE,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA RUSH,,NO,,50,30,8,88
Fountain,SHAWNEE,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA RUSH,,Under Votes,,34,14,6,54
Fountain,SHAWNEE,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA RUSH,,Over Votes,,0,0,0,0
Fountain,SHAWNEE,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA RUSH,,Write-ins,,0,0,0,0
Fountain,SHAWNEE,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MASSA,,YES,,124,46,23,193
Fountain,SHAWNEE,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MASSA,,NO,,40,24,10,74
Fountain,SHAWNEE,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MASSA,,Under Votes,,40,15,6,61
Fountain,SHAWNEE,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MASSA,,Over Votes,,0,0,0,0
Fountain,SHAWNEE,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MASSA,,Write-ins,,0,0,0,0
Fountain,SHAWNEE,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MOLTER,,YES,,114,40,22,176
Fountain,SHAWNEE,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MOLTER,,NO,,48,28,10,86
Fountain,SHAWNEE,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MOLTER,,Under Votes,,42,17,7,66
Fountain,SHAWNEE,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MOLTER,,Over Votes,,0,0,0,0
Fountain,SHAWNEE,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MOLTER,,Write-ins,,0,0,0,0
Fountain,SHAWNEE,COURT OF APPEALS JUDICIAL RETENTION FIRST DISTRICT,,YES,,120,47,23,190
Fountain,SHAWNEE,COURT OF APPEALS JUDICIAL RETENTION FIRST DISTRICT,,NO,,42,22,9,73
Fountain,SHAWNEE,COURT OF APPEALS JUDICIAL RETENTION FIRST DISTRICT,,Under Votes,,42,16,7,65
Fountain,SHAWNEE,COURT OF APPEALS JUDICIAL RETENTION FIRST DISTRICT,,Over Votes,,0,0,0,0
Fountain,SHAWNEE,COURT OF APPEALS JUDICIAL RETENTION FIRST DISTRICT,,Write-ins,,0,0,0,0
Fountain,SHAWNEE,COURT OF APPEALS JUDICIAL RETENTION FOURTH DISTRICT,,YES,,117,43,23,183
Fountain,SHAWNEE,COURT OF APPEALS JUDICIAL RETENTION FOURTH DISTRICT,,NO,,43,24,9,76
Fountain,SHAWNEE,COURT OF APPEALS JUDICIAL RETENTION FOURTH DISTRICT,,Under Votes,,44,18,7,69
Fountain,SHAWNEE,COURT OF APPEALS JUDICIAL RETENTION FOURTH DISTRICT,,Over Votes,,0,0,0,0
Fountain,SHAWNEE,COURT OF APPEALS JUDICIAL RETENTION FOURTH DISTRICT,,Write-ins,,0,0,0,0
Fountain,TROY 1,Registered Voters,,,,,,,759
Fountain,TROY 1,Ballots Cast,,,,,,,550
Fountain,TROY 1,Straight Party,,REPUBLICAN PARTY,REP,136,91,50,277
Fountain,TROY 1,Straight Party,,DEMOCRATIC PARTY,DEM,14,13,9,36
Fountain,TROY 1,Straight Party,,LIBERTARIAN PARTY,LIB,3,0,0,3
Fountain,TROY 1,Straight Party,,WE THE PEOPLE PARTY,WTP,1,1,0,2
Fountain,TROY 1,Straight Party,,Under Votes,,100,88,44,232
Fountain,TROY 1,Straight Party,,Over Votes,,0,0,0,0
Fountain,TROY 1,Straight Party,,Write-ins,,0,0,0,0
Fountain,TROY 1,PUBLIC QUESTION #1,,YES,,111,70,40,221
Fountain,TROY 1,PUBLIC QUESTION #1,,NO,,116,92,50,258
Fountain,TROY 1,PUBLIC QUESTION #1,,Under Votes,,27,31,13,71
Fountain,TROY 1,PUBLIC QUESTION #1,,Over Votes,,0,0,0,0
Fountain,TROY 1,PUBLIC QUESTION #1,,Write-ins,,0,0,0,0
Fountain,TROY 1,President,,Donald J. Trump,REP,217,158,85,460
Fountain,TROY 1,President,,Kamala D. Harris,DEM,29,33,14,76
Fountain,TROY 1,President,,Chase Oliver,LIB,3,2,0,5
Fountain,TROY 1,President,,Robert F. Kennedy Jr.,WTP,4,0,2,6
Fountain,TROY 1,President,,Andre Ramon McNeil Sr.,,0,0,0,0
Fountain,TROY 1,President,,Carol Asher,,0,0,0,0
Fountain,TROY 1,President,,Cherunda Lyn Fox,,0,0,0,0
Fountain,TROY 1,President,,Cornel West,,0,0,0,0
Fountain,TROY 1,President,,Doug Jenkins,,0,0,0,0
Fountain,TROY 1,President,,Paij Boring,,0,0,0,0
Fountain,TROY 1,President,,Peter Sonski,,0,0,0,0
Fountain,TROY 1,President,,Shondra Irving,,0,0,0,0
Fountain,TROY 1,President,,Susan Maude Buchser,,0,0,0,0
Fountain,TROY 1,President,,Tom Hoefling,,0,0,0,0
Fountain,TROY 1,President,,William Cody Nalbach,,0,0,0,0
Fountain,TROY 1,President,,Under Votes,,1,0,2,3
Fountain,TROY 1,President,,Over Votes,,0,0,0,0
Fountain,TROY 1,President,,Write-ins,,0,0,0,0
Fountain,TROY 1,U.S. Senate,,JIM BANKS,REP,216,156,84,456
Fountain,TROY 1,U.S. Senate,,VALERIE McCRAY,DEM,30,29,14,73
Fountain,TROY 1,U.S. Senate,,ANDREW HORNING,LIB,5,3,3,11
Fountain,TROY 1,U.S. Senate,,Antonio Xavier Alvarez,,0,0,0,0
Fountain,TROY 1,U.S. Senate,,Phillip D. Beachy (Phil),,0,0,0,0
Fountain,TROY 1,U.S. Senate,,Under Votes,,3,5,2,10
Fountain,TROY 1,U.S. Senate,,Over Votes,,0,0,0,0
Fountain,TROY 1,U.S. Senate,,Write-ins,,0,0,0,0
Fountain,TROY 1,Governor,,MIKE BRAUN MICAH BECKWITH,REP,204,144,82,430
Fountain,TROY 1,Governor,,JENNIFER G. McCORMICK TERRY GOODIN,DEM,36,36,15,87
Fountain,TROY 1,Governor,,DONALD RAINWATER TONYA HUDSON,LIB,12,9,4,25
Fountain,TROY 1,Governor,,Christopher Ryan Stried,,0,0,0,0
Fountain,TROY 1,Governor,,Under Votes,,2,4,2,8
Fountain,TROY 1,Governor,,Over Votes,,0,0,0,0
Fountain,TROY 1,Governor,,Write-ins,,0,0,0,0
Fountain,TROY 1,Attorney General,,TODD ROKITA,REP,209,157,85,451
Fountain,TROY 1,Attorney General,,DESTINY WELLS,DEM,40,30,15,85
Fountain,TROY 1,Attorney General,,Under Votes,,5,6,3,14
Fountain,TROY 1,Attorney General,,Over Votes,,0,0,0,0
Fountain,TROY 1,Attorney General,,Write-ins,,0,0,0,0
Fountain,TROY 1,U.S. House,8,MARK MESSMER,REP,219,157,84,460
Fountain,TROY 1,U.S. House,8,ERIK HURT,DEM,28,27,15,70
Fountain,TROY 1,U.S. House,8,K RICHARD FITZLAFF,LIB,4,3,1,8
Fountain,TROY 1,U.S. House,8,Under Votes,,3,6,3,12
Fountain,TROY 1,U.S. House,8,Over Votes,,0,0,0,0
Fountain,TROY 1,U.S. House,8,Write-ins,,0,0,0,0
Fountain,TROY 1,State House,13,MATTHEW (MATT) COMMONS,REP,218,156,86,460
Fountain,TROY 1,State House,13,EDWARD (ED) MOYER JR.,DEM,33,30,13,76
Fountain,TROY 1,State House,13,Under Votes,,3,7,4,14
Fountain,TROY 1,State House,13,Over Votes,,0,0,0,0
Fountain,TROY 1,State House,13,Write-ins,,0,0,0,0
Fountain,TROY 1,COUNTY AUDITOR,,KIM JOHNSON,REP,233,164,92,489
Fountain,TROY 1,COUNTY AUDITOR,,Under Votes,,21,29,11,61
Fountain,TROY 1,COUNTY AUDITOR,,Over Votes,,0,0,0,0
Fountain,TROY 1,COUNTY AUDITOR,,Write-ins,,0,0,0,0
