county,precinct,office,district,candidate,party,early_voting,election_day,vote
Gibson,WR2,Treasurer of State,,KELLY MITCHELL,,21,109,130
Gibson,Total,Treasurer of State,,KELLY MITCHELL,,2270,6277,8547
Gibson,BAR1,Treasurer of State,,JOHN C. AGUILERA,,17,82,99
Gibson,BAR2,Treasurer of State,,JOHN C. AGUILERA,,17,58,75
Gibson,CTRL,Treasurer of State,,JOHN C. AGUILERA,,44,110,154
Gibson,COL1,Treasurer of State,,JOHN C. AGUILERA,,24,88,112
Gibson,COL2,Treasurer of State,,JOHN C. AGUILERA,,22,83,105
Gibson,COL5,Treasurer of State,,JOHN C. AGUILERA,,54,112,166
Gibson,JON1,Treasurer of State,,JOHN C. AGUILERA,,48,137,185
Gibson,JON2,Treasurer of State,,JOHN C. AGUILERA,,41,85,126
Gibson,JON3,Treasurer of State,,JOHN C. AGUILERA,,42,112,154
Gibson,MON1,Treasurer of State,,JOHN C. AGUILERA,,38,68,106
Gibson,MON2,Treasurer of State,,JOHN C. AGUILERA,,48,94,142
Gibson,WAB1,Treasurer of State,,JOHN C. AGUILERA,,0,3,3
Gibson,MON3,Treasurer of State,,JOHN C. AGUILERA,,30,95,125
Gibson,PAT1,Treasurer of State,,JOHN C. AGUILERA,,57,75,132
Gibson,PAT2,Treasurer of State,,JOHN C. AGUILERA,,16,25,41
Gibson,PAT3,Treasurer of State,,JOHN C. AGUILERA,,80,52,132
Gibson,PAT4,Treasurer of State,,JOHN C. AGUILERA,,29,37,66
Gibson,PAT5,Treasurer of State,,JOHN C. AGUILERA,,25,28,53
Gibson,PAT6,Treasurer of State,,JOHN C. AGUILERA,,16,24,40
Gibson,PAT7,Treasurer of State,,JOHN C. AGUILERA,,76,81,157
Gibson,PAT8,Treasurer of State,,JOHN C. AGUILERA,,22,36,58
Gibson,PAT9,Treasurer of State,,JOHN C. AGUILERA,,37,46,83
Gibson,PAT11,Treasurer of State,,JOHN C. AGUILERA,,48,53,101
Gibson,PAT12,Treasurer of State,,JOHN C. AGUILERA,,44,58,102
Gibson,PAT13,Treasurer of State,,JOHN C. AGUILERA,,53,54,107
Gibson,PAT14,Treasurer of State,,JOHN C. AGUILERA,,62,51,113
Gibson,PAT15,Treasurer of State,,JOHN C. AGUILERA,,33,20,53
Gibson,UNI1,Treasurer of State,,JOHN C. AGUILERA,,44,115,159
Gibson,UNI2,Treasurer of State,,JOHN C. AGUILERA,,34,69,103
Gibson,UNI3,Treasurer of State,,JOHN C. AGUILERA,,54,92,146
Gibson,UNI4,Treasurer of State,,JOHN C. AGUILERA,,26,72,98
Gibson,WAS1,Treasurer of State,,JOHN C. AGUILERA,,26,43,69
Gibson,WR1,Treasurer of State,,JOHN C. AGUILERA,,32,98,130
Gibson,WR2,Treasurer of State,,JOHN C. AGUILERA,,11,42,53
Gibson,Total,Treasurer of State,,JOHN C. AGUILERA,,1250,2298,3548
Gibson,BAR1,Treasurer of State,,Cast Votes,,53,281,334
Gibson,BAR2,Treasurer of State,,Cast Votes,,43,232,275
Gibson,CTRL,Treasurer of State,,Cast Votes,,147,415,562
Gibson,COL1,Treasurer of State,,Cast Votes,,60,272,332
Gibson,COL2,Treasurer of State,,Cast Votes,,57,219,276
Gibson,COL5,Treasurer of State,,C.ast Votes:,,141,397,536
Gibson,JON1,Treasurer of State,,Cast Votes,,139,573,712
Gibson,JON2,Treasurer of State,,Cast Votes,,126,490,616
Gibson,JON3,Treasurer of State,,Cast Votes,,115,495,610
Gibson,MON1,Treasurer of State,,Cast Votes,,135,353,488
Gibson,MON2,Treasurer of State,,Cast Votes,,134,435,569
Gibson,WAB1,Treasurer of State,,Cast Votes,,1,11,12
Gibson,MON3,Treasurer of State,,Cast Votes,,84,305,389
Gibson,PAT1,Treasurer of State,,Cast Votes,,173,252,425
Gibson,PAT2,Treasurer of State,,Cast Votes,,34,77,111
Gibson,PAT3,Treasurer of State,,Cast Votes,,162,189,351
Gibson,PAT4,Treasurer of State,,Cast Votes,,81,109,190
Gibson,PAT5,Treasurer of State,,Cast Votes,,53,95,148
Gibson,PAT6,Treasurer of State,,Cast Votes,,60,78,138
Gibson,PAT7,Treasurer of State,,Cast Votes,,193,229,422
Gibson,PAT8,Treasurer of State,,Cast Votes,,51,80,131
Gibson,PAT9,Treasurer of State,,Cast Votes,,170,204,374
Gibson,PAT11,Treasurer of State,,Cast Votes,,130,175,305
Gibson,PAT12,Treasurer of State,,Cast Votes,,84,186,270
Gibson,PAT13,Treasurer of State,,Cast Votes,,217,262,479
Gibson,PAT14,Treasurer of State,,Cast Votes,,149,172,321
Gibson,PAT15,Treasurer of State,,Cast Votes,,67,72,139
Gibson,UNI1,Treasurer of State,,Cast Votes,,134,410,544
Gibson,UNI2,Treasurer of State,,Cast Votes,,83,263,346
Gibson,UNI3,Treasurer of State,,Cast Votes,,146,352,498
Gibson,UNI4,Treasurer of State,,Cast Votes,,68,195,263
Gibson,WAS1,Treasurer of State,,Cast Votes,,95,246,341
Gibson,WR1,Treasurer of State,,Cast Votes,,103,300,403
Gibson,WR2,Treasurer of State,,Cast Votes,,32,151,183
Gibson,Total,Treasurer of State,,Cast Votes,,3520,8575,12093
Gibson,Federal,U.S. House,8,LARRY D. SUCSHON,,0,0,0
Gibson,BAR1,U.S. House,8,LARRY D. SUCSHON,,39,210,249
Gibson,BAR2,U.S. House,8,LARRY D. SUCSHON,,25,172,197
Gibson,CTRL,U.S. House,8,LARRY D. BUCSHON,,99,319,418
Gibson,COL1,U.S. House,8,LARRY D. BUCSHON,,40,181,221
Gibson,COL2,U.S. House,8,LARRY D. BUCSHON,,36,141,177
Gibson,COL5,U.S. House,8,LARRY D. BUCSHON,,93,302,395
Gibson,JON1,U.S. House,8,LARRY D. BUCSHON,,90,435,525
Gibson,JON2,U.S. House,8,LARRY D. BUCSHON,,86,415,501
Gibson,JON3,U.S. House,8,LARRY D. BUCSHON,,83,408,491
Gibson,MON1,U.S. House,8,LARRY D. BUCSHON,,101,303,404
Gibson,MON2,U.S. House,8,LARRY D. BUCSHON,,93,357,450
Gibson,WAB1,U.S. House,8,LARRY D. BUCSHON,,1,8,9
Gibson,MON3,U.S. House,8,LARRY D. BUCSHON,,59,220,279
Gibson,PAT1,U.S. House,8,LARRY D. BUCSHON,,129,186,315
Gibson,PAT2,U.S. House,8,LARRY D. BUCSHON,,20,54,74
Gibson,PAT3,U.S. House,8,LARRY D. BUCSHON,,80,135,215
Gibson,PAT4,U.S. House,8,LARRY D. BUCSHON,,52,75,127
Gibson,PAT5,U.S. House,8,LARRY D. BUCSHON,,30,72,102
Gibson,PAT6,U.S. House,8,LARRY D. BUCSHON,,48,55,103
Gibson,PAT7,U.S. House,8,LARRY D. BUCSHON,,116,147,263
Gibson,PAT8,U.S. House,8,LARRY D. BUCSHON,,31,46,77
Gibson,PAT9,U.S. House,8,LARRY D. BUCSHON,,136,160,296
Gibson,PAT11,U.S. House,8,LARRY D. BUCSHON,,93,134,227
Gibson,PAT12,U.S. House,8,LARRY D. BUCSHON,,43,139,182
Gibson,PAT13,U.S. House,8,LARRY D. BUCSHON,,166,207,373
Gibson,PAT14,U.S. House,8,LARRY D. BUCSHON,,88,126,214
Gibson,PAT15,U.S. House,8,LARRY D. BUCSHON,,35,53,88
Gibson,UNI1,U.S. House,8,LARRY D. BUCSHON,,94,303,397
Gibson,UNI2,U.S. House,8,LARRY D. BUCSHON,,54,207,261
Gibson,UNI3,U.S. House,8,LARRY D. BUCSHON,,91,276,367
Gibson,UNI4,U.S. House,8,LARRY D. BUCSHON,,43,131,174
Gibson,WAS1,U.S. House,8,LARRY D. BUCSHON,,75,218,293
Gibson,WR1,U.S. House,8,LARRY D. BUCSHON,,71,226,297
Gibson,WR2,U.S. House,8,LARRY D. BUCSHON,,21,107,128
Gibson,Total,U.S. House,8,LARRY D. BUCSHON,,2361,6528,8889
Gibson,Federal,U.S. House,8,WILLIAM TANOOS,,0,0,0
Gibson,BAR1,U.S. House,8,WILLIAM TANOOS,,17,82,99
Gibson,BAR2,U.S. House,8,WILLIAM TANOOS,,16,62,78
Gibson,CTRL,U.S. House,8,WILLIAM TANOOS,,46,112,158
Gibson,COL1,U.S. House,8,WILLIAM TANOOS,,22,99,121
Gibson,COL2,U.S. House,8,WILLIAM TANOOS,,25,82,107
Gibson,COL5,U.S. House,8,WILLIAM TANGOS,,55,106,161
Gibson,JON1,U.S. House,8,. WILLIAM TANOOS,,50,149,199
Gibson,JON2,U.S. House,8,WILLIAM TANOOS,,40,83,123
Gibson,JON3,U.S. House,8,WILLIAM TANOOS,,36,110,146
Gibson,MON1,U.S. House,8,WILLIAM TANOOS,,38,63,101
Gibson,MON2,U.S. House,8,WILLIAM TANOOS,,44,85,129
Gibson,WAB1,U.S. House,8,WILLIAM TANOOS,,0,3,3
Gibson,MON3,U.S. House,8,WILLIAM TANOOS,,25,89,114
Gibson,PAT1,U.S. House,8,WILLIAM TANOOS,,50,73,123
Gibson,PAT2,U.S. House,8,WILLIAM TANOOS,,15,23,38
Gibson,PAT3,U.S. House,8,WILLIAM TANOOS,,82,57,139
Gibson,PAT4,U.S. House,8,WILLIAM TANGOS,,27,36,63
Gibson,PAT5,U.S. House,8,WILLIAM TANOOS,,24,28,52
Gibson,PAT6,U.S. House,8,WILLIAM TANOOS,,14,24,38
Gibson,PAT7,U.S. House,8,WILLIAM TANOOS,,79,85,164
Gibson,PAT8,U.S. House,8,WILLIAM TANOOS,,22,32,54
Gibson,PAT9,U.S. House,8,WILLIAM TANOOS,,38,52,90
Gibson,PAT11,U.S. House,8,WILLIAM TANOOS,,44,50,94
Gibson,PAT12,U.S. House,8,WILLIAM TANGOS,,42,52,94
Gibson,PAT13,U.S. House,8,WILLIAM TANGOS,,54,59,113
Gibson,PAT14,U.S. House,8,WILLIAM TANOOS,,60,52,112
Gibson,PAT15,U.S. House,8,WILLIAM TANOOS,,34,20,54
Gibson,UNI1,U.S. House,8,WILLIAM TANOOS,,44,119,163
Gibson,UNI2,U.S. House,8,WILLIAM TANOOS,,31,61,92
Gibson,UNI3,U.S. House,8,WILLIAM TANOOS,,54,84,138
Gibson,UNI4,U.S. House,8,WILLIAM TANOOS,,26,68,94
Gibson,WAS1,U.S. House,8,WILLIAM TANOOS,,20,38,58
Gibson,WR1,U.S. House,8,WILLIAM TANOOS,,33,87,120
Gibson,WR2,U.S. House,8,WILLIAM TANOOS,,11,48,59
Gibson,Total,U.S. House,8,WILLIAM TANOOS,,1218,2273,3491
Gibson,Federal,U.S. House,8,Cast Votes,,0,0,0
Gibson,BAR1,U.S. House,8,Cast Votes,,56,292,348
Gibson,BAR2,U.S. House,8,Cast Votes,,41,234,275
Gibson,CTRL,U.S. House,8,Cast Votes,,145,431,576
Gibson,COL1,U.S. House,8,Cast Votes,,62,280,342
Gibson,COL2,U.S. House,8,Cast Votes-,,61,223,284
Gibson,COL5,U.S. House,8,Cast Votes,,148,408,556
Gibson,JON1,U.S. House,8,Cast Votes,,140,584,724
Gibson,JON2,U.S. House,8,Cast Votes,,126,498,624
Gibson,JON3,U.S. House,8,Cast Votes,,119,518,637
Gibson,MON1,U.S. House,8,Cast Votes,,139,366,505
Gibson,MON2,U.S. House,8,Cast Votes,,137,442,579
Gibson,WAB1,U.S. House,8,Cast Votes,,1,11,12
Gibson,MON3,U.S. House,8,Cast Votes,,84,309,393
Gibson,PAT1,U.S. House,8,Cast Votes,,179,259,438
Gibson,PAT2,U.S. House,8,Cast Votes,,35,77,112
Gibson,PAT3,U.S. House,8,Cast Votes,,162,192,354
Gibson,PAT4,U.S. House,8,Cast Votes,,79,111,190
Gibson,PAT5,U.S. House,8,Cast Votes,,54,100,154
Gibson,PAT6,U.S. House,8,Cast Votes,,62,79,141
Gibson,PAT7,U.S. House,8,Cast Votes,,195,232,427
Gibson,PAT8,U.S. House,8,Cast Votes,,53,78,131
Gibson,PAT9,U.S. House,8,Cast Votes,,174,212,386
Gibson,PAT11,U.S. House,8,Cast Votes,,137,184,321
Gibson,PAT12,U.S. House,8,Cast Votes,,85,191,276
Gibson,PAT13,U.S. House,8,Cast Voles:,,220,266,486
Gibson,PAT14,U.S. House,8,Cast Votes,,148,178,326
Gibson,PAT15,U.S. House,8,Cast Votes,,69,73,142
Gibson,UNI1,U.S. House,8,Cast Votes,,138,422,560
Gibson,UNI2,U.S. House,8,Cast Votes,,85,268,353
Gibson,UNI3,U.S. House,8,Cast Votes,,145,360,505
Gibson,UNI4,U.S. House,8,Cast Votes,,69,199,268
Gibson,WAS1,U.S. House,8,Cast Votes,,95,256,351
Gibson,WR1,U.S. House,8,Cast Votes,,104,313,417
Gibson,WR2,U.S. House,8,Cast Votes,,32,155,187
Gibson,Total,U.S. House,8,Cast Votes,,3579,8801,12380
Gibson,BAR1,STATE SENATOR,49,JIM TOMES,,36,212,248
Gibson,BAR2,STATE SENATOR,49,JIM TOMES,,27,178,205
Gibson,JON1,STATE SENATOR,49,JIM TOMES,,95,445,540
Gibson,JON2,STATE SENATOR,49,JIM TOMES,,85,405,490
Gibson,JON3,STATE SENATOR,49,JIM TOMES,,77,400,477
Gibson,MON1,STATE SENATOR,49,JIM TOMES,,105,293,398
Gibson,MON2,STATE SENATOR,49,JIM TOMES,,94,347,441
Gibson,WAB1,STATE SENATOR,49,JIM TOMES,,1,8,9
Gibson,MON3,STATE SENATOR,49,JIM TOMES,,56,224,280
Gibson,UNI1,STATE SENATOR,49,JIM TOMES,,93,306,399
Gibson,UNI2,STATE SENATOR,49,JIM TOMES,,49,194,243
Gibson,UNI3,STATE SENATOR,49,JIM TOMES,,86,267,353
Gibson,UNI4,STATE SENATOR,49,JIM TOMES,,43,137,180
Gibson,Total,STATE SENATOR,49,JIM TOMES,,847,3416,4263
Gibson,BAR1,STATE SENATOR,49,EDIE HARDCASTLE,,19,73,92
Gibson,BAR2,STATE SENATOR,49,EDIE HARDCASTLE,,17,60,77
Gibson,JON1,STATE SENATOR,49,EDIE HARDCASTLE,,46,143,189
Gibson,JON2,STATE SENATOR,49,EDIE HARDCASTLE,,43,91,134
Gibson,JON3,STATE SENATOR,49,EDIE HARDCASTLE,,40,110,150
Gibson,MON1,STATE SENATOR,49,EDIE HARDCASTLE,,32,71,103
Gibson,MON2,STATE SENATOR,49,EDIE HARDCASTLE,,44,91,135
Gibson,WAB1,STATE SENATOR,49,EDIE HARDCASTLE,,0,3,3
Gibson,MON3,STATE SENATOR,49,EDIE HARDCASTLE,,30,88,118
Gibson,UNI1,STATE SENATOR,49,EDIE HARDCASTLE,,45,115,160
Gibson,UNI2,STATE SENATOR,49,EDIE HARDCASTLE,,36,71,107
Gibson,UNI3,STATE SENATOR,49,EDIE HARDCASTLE,,61,91,152
Gibson,UNI4,STATE SENATOR,49,EDIE HARDCASTLE,,27,64,91
Gibson,Total,STATE SENATOR,49,EDIE HARDCASTLE,,440,1071,1511
Gibson,BAR1,STATE SENATOR,49,Cast Votes,,55,285,340
Gibson,BAR2,STATE SENATOR,49,Cast Votes,,44,238,282
Gibson,JON1,STATE SENATOR,49,Cast Votes,,141,588,729
Gibson,JON2,STATE SENATOR,49,Cast Votes,,128,496,624
Gibson,JON3,STATE SENATOR,49,Cast Votes,,117,510,627
Gibson,MON1,STATE SENATOR,49,Cast Votes,,137,364,501
Gibson,MON2,STATE SENATOR,49,Cast Votes,,138,438,576
Gibson,WAB1,STATE SENATOR,49,Cast Votes',,1,11,12
Gibson,MON3,STATE SENATOR,49,Cast Voles:,,86,312,398
Gibson,UNI1,STATE SENATOR,49,Cast Votes,,138,421,559
Gibson,UNI2,STATE SENATOR,49,Cast Votes,,85,265,350
Gibson,UNI3,STATE SENATOR,49,Cast Votes,,147,358,505
Gibson,UNI4,STATE SENATOR,49,Cast Votes,,70,201,271
Gibson,Total,STATE SENATOR,49,Cast Votes,,1287,4487,5774
Gibson,CTRL,STATE SENATOR,48,MARK MESSMER,,107,360,467
Gibson,COL1,STATE SENATOR,48,MARK MESSMER,,43,219,262
Gibson,COL2,STATE SENATOR,48,MARK MESSMER,,43,168,211
Gibson,COL5,STATE SENATOR,48,MARK MESSMER,,111,328,439
Gibson,PAT1,STATE SENATOR,48,MARK MESSMER,,142,197,339
Gibson,PAT2,STATE SENATOR,48,MARK MESSMER,,24,63,87
Gibson,PAT3,STATE SENATOR,48,MARK MESSMER,,103,163,266
Gibson,PAT4,STATE SENATOR,48,MARK MESSMER,,62,93,155
Gibson,PAT5,STATE SENATOR,48,MARK MESSMER,,32,83,115
Gibson,PAT6,STATE SENATOR,48,MARK MESSMER,,47,63,110
Gibson,PAT7,STATE SENATOR,48,MARK MESSMER,,131,173,304
Gibson,PAT8,STATE SENATOR,48,MARK MESSMER,,37,62,99
Gibson,PAT9,STATE SENATOR,48,MARK MESSMER,,140,177,317
Gibson,PAT11,STATE SENATOR,48,MARK MESSMER,,98,150,248
Gibson,PAT12,STATE SENATOR,48,MARK MESSMER,,51,151,202
Gibson,PAT13,STATE SENATOR,48,MARK MESSMER,,180,219,399
Gibson,PAT14,STATE SENATOR,48,MARK MESSMER,,111,135,246
Gibson,PAT15,STATE SENATOR,48,MARK MESSMER,,38,56,94
Gibson,WAS1,STATE SENATOR,48,MARK MESSMER,,78,217,295
Gibson,WR1,STATE SENATOR,48,MARK MESSMER,,83,249,332
Gibson,WR2,STATE SENATOR,48,MARK MESSMER,,24,119,143
Gibson,Total,STATE SENATOR,48,MARK MESSMER,,1685,3445,5130
Gibson,CTRL,STATE SENATOR,48,Cast Votes,,107,360,467
Gibson,COL1,STATE SENATOR,48,Cast Votes,,43,219,262
Gibson,COL2,STATE SENATOR,48,Cast Votes,,43,168,211
Gibson,COL5,STATE SENATOR,48,Cast Votes,,111,328,439
Gibson,PAT1,STATE SENATOR,48,Cast Votes,,142,197,339
Gibson,PAT2,STATE SENATOR,48,Cast Votes,,24,63,87
Gibson,PAT3,STATE SENATOR,48,Cast Votes,,103,163,266
Gibson,PAT4,STATE SENATOR,48,Cast Votes,,62,93,155
Gibson,PAT5,STATE SENATOR,48,Cast Votes,,32,83,115
Gibson,PAT6,STATE SENATOR,48,Cast Votes,,47,63,110
Gibson,PAT7,STATE SENATOR,48,Cast Votes,,131,173,304
Gibson,PAT8,STATE SENATOR,48,Cast Votes,,37,62,99
Gibson,PAT9,STATE SENATOR,48,Cast Votes,,140,177,317
Gibson,PAT11,STATE SENATOR,48,Cast Votes,,98,150,248
Gibson,PAT12,STATE SENATOR,48,Cast Votes,,51,151,202
Gibson,PAT13,STATE SENATOR,48,Cast Votes,,180,219,399
Gibson,PAT14,STATE SENATOR,48,Cast Votes,,111,135,246
Gibson,PAT15,STATE SENATOR,48,Cast Votes,,38,56,94
Gibson,WAS1,STATE SENATOR,48,Cast Votes,,78,217,295
Gibson,WR1,STATE SENATOR,48,Cast Votes,,83,249,332
Gibson,WR2,STATE SENATOR,48,Cast Votes,,24,119,143
Gibson,Total,STATE SENATOR,48,Cast Votes,,1685,3445,5130
Gibson,BAR1,State Representative,64,MATT HOSTETTLER,,39,233,272
Gibson,BAR2,State Representative,64,MATT HOSTETTLER,,28,188,216
Gibson,CTRL,State Representative,64,MATT HOSTETTLER,,107,351,458
Gibson,COL1,State Representative,64,MATT HOSTETTLER,,42,216,258
Gibson,COL2,State Representative,64,MATT HOSTETTLER,,47,165,212
Gibson,COL5,State Representative,64,MATT HOSTETTLER,,106,334,440
Gibson,JON1,State Representative,64,MATT HOSTETTLER,,107,506,613
Gibson,JON2,State Representative,64,MATT HOSTETTLER,,96,438,534
Gibson,JON3,State Representative,64,MATT HOSTETTLER,,96,452,548
Gibson,MON1,State Representative,64,MATT HOSTETTLER,,116,317,433
Gibson,MON2,State Representative,64,MATT HOSTETTLER,,106,390,496
Gibson,WAB1,State Representative,64,MATT HOSTETTLER,,1,10,11
Gibson,MON3,State Representative,64,MATT HOSTETTLER,,74,255,329
Gibson,PAT1,State Representative,64,MATT HOSTETTLER,,143,202,345
Gibson,PAT2,State Representative,64,MATT HOSTETTLER,,24,63,87
Gibson,PAT3,State Representative,64,MATT HOSTETTLER,,104,164,268
Gibson,PAT4,State Representative,64,MATT HOSTETTLER,,62,94,156
Gibson,PAT5,State Representative,64,MATT HOSTETTLER,,32,83,115
Gibson,PAT6,State Representative,64,MATT HOSTETTLER,,47,65,112
Gibson,PAT7,State Representative,64,MATT HOSTETTLER,,131,175,306
Gibson,PAT8,State Representative,64,MATT HOSTETTLER,,37,62,99
Gibson,PAT9,State Representative,64,MATT HOSTETTLER,,135,178,313
Gibson,PAT11,State Representative,64,MATT HOSTETTLER,,101,147,248
Gibson,PAT12,State Representative,64,MATT HOSTETTLER,,49,155,204
Gibson,PAT13,State Representative,64,MATT HOSTETTLER,,182,230,412
Gibson,PAT14,State Representative,64,MATT HOSTETTLER,,110,138,248
Gibson,PAT15,State Representative,64,MATT HOSTETTLER,,39,54,93
Gibson,UNI1,State Representative,64,MATT HOSTETTLER,,114,359,473
Gibson,UNI2,State Representative,64,MATT HOSTETTLER,,57,227,284
Gibson,UNI3,State Representative,64,MATT HOSTETTLER,,111,304,415
Gibson,UNI4,State Representative,64,MATT HOSTETTLER,,50,154,204
Gibson,WAS1,State Representative,64,MATT HOSTETTLER,,75,216,291
Gibson,WR1,State Representative,64,MATT HOSTETTLER,,84,245,329
Gibson,WR2,State Representative,64,MATT HOSTETTLER,,23,119,142
Gibson,Total,State Representative,64,MATT HOSTETTLER,,2675,7289,9964
Gibson,BAR1,State Representative,64,Cast Votes,,39,233,272
Gibson,BAR2,State Representative,64,Cast Votes,,28,188,216
Gibson,CTRL,State Representative,64,Cast Votes,,107,351,458
Gibson,COL1,State Representative,64,Cast Votes,,42,216,258
Gibson,COL2,State Representative,64,Cast Voles:,,47,165,212
Gibson,COL5,State Representative,64,Cast Votes,,106,334,440
Gibson,JON1,State Representative,64,Cast Votes,,107,506,613
Gibson,JON2,State Representative,64,Cast Votes,,96,438,534
Gibson,JON3,State Representative,64,Cast Votes,,96,452,548
Gibson,MON1,State Representative,64,Cast Votes,,116,317,433
Gibson,MON2,State Representative,64,Cast Votes,,106,390,496
Gibson,WAB1,State Representative,64,Cast Votes,,1,10,11
Gibson,MON3,State Representative,64,Cast Votes,,74,255,329
Gibson,PAT1,State Representative,64,Cast Votes,,143,202,345
Gibson,PAT2,State Representative,64,Cast Votes,,24,63,87
Gibson,PAT3,State Representative,64,Cast Votes,,104,164,268
Gibson,PAT4,State Representative,64,Cast Votes,,62,94,156
Gibson,PAT5,State Representative,64,Cast Votes,,32,83,115
Gibson,PAT6,State Representative,64,Cast Votes,,47,65,112
Gibson,PAT7,State Representative,64,Cast Votes,,131,175,306
Gibson,PAT8,State Representative,64,Cast Votes-,,37,62,99
Gibson,PAT9,State Representative,64,Cast Votes,,135,178,313
Gibson,PAT11,State Representative,64,Cast Votes,,101,147,248
Gibson,PAT12,State Representative,64,Cast Votes,,49,155,204
Gibson,PAT13,State Representative,64,Cast Votes,,182,230,412
Gibson,PAT14,State Representative,64,Cast Votes,,110,138,248
Gibson,PAT15,State Representative,64,Cast Votes,,39,54,93
Gibson,UNI1,State Representative,64,Cast Votes,,114,359,473
Gibson,UNI2,State Representative,64,Cast Votes,,57,227,284
Gibson,UNI3,State Representative,64,Cast Votes,,111,304,415
Gibson,UNI4,State Representative,64,Cast Voles:,,50,154,204
Gibson,WAS1,State Representative,64,Cast Votes,,75,216,291
Gibson,WR1,State Representative,64,Cast Votes,,84,245,329
Gibson,WR2,State Representative,64,Cast Votes,,23,119,142
Gibson,Total,State Representative,64,Cast Votes,,2675,7289,9964
