county,precinct,office,district,candidate,party,absentee,election_day,provisional,votes
Grant,029-FRANKLIN 1,U.S.House,5,ESHEL FARAGGI,DEM,0,0,0,0
Grant,030-FRANKLIN 2,U.S.House,5,ESHEL FARAGGI,DEM,2,0,0,2
Grant,031-FRANKLIN 3,U.S.House,5,ESHEL FARAGGI,DEM,2,0,0,2
Grant,032-FRANKLIN 4,U.S.House,5,ESHEL FARAGGI,DEM,0,1,0,1
Grant,033-FRANKLIN 5,U.S.House,5,ESHEL FARAGGI,DEM,0,0,0,0
Grant,034-FRANKLIN 6,U.S.House,5,ESHEL FARAGGI,DEM,5,0,0,5
Grant,035-FRANKLIN 7,U.S.House,5,ESHEL FARAGGI,DEM,0,0,0,0
Grant,037-GREEN,U.S.House,5,ESHEL FARAGGI,DEM,0,0,0,0
Grant,038-JEFFERSON 1,U.S.House,5,ESHEL FARAGGI,DEM,1,0,0,1
Grant,039-JEFFERSON 2,U.S.House,5,ESHEL FARAGGI,DEM,3,0,0,3
Grant,040-JEFFERSON 3,U.S.House,5,ESHEL FARAGGI,DEM,1,0,0,1
Grant,041-LIBERTY,U.S.House,5,ESHEL FARAGGI,DEM,2,0,0,2
Grant,042-MILL 1,U.S.House,5,ESHEL FARAGGI,DEM,1,0,0,1
Grant,043-MILL 2,U.S.House,5,ESHEL FARAGGI,DEM,5,0,0,5
Grant,044-MILL 3,U.S.House,5,ESHEL FARAGGI,DEM,0,0,0,0
Grant,045-MILL 4,U.S.House,5,ESHEL FARAGGI,DEM,5,0,0,5
Grant,046-MILL 5,U.S.House,5,ESHEL FARAGGI,DEM,1,1,0,2
Grant,047-MILL 6,U.S.House,5,ESHEL FARAGGI,DEM,2,0,0,2
Grant,048-MILL 7,U.S.House,5,ESHEL FARAGGI,DEM,1,0,0,1
Grant,049-M1LL 8,U.S.House,5,ESHEL FARAGGI,DEM,2,0,0,2
Grant,050-MILL 9,U.S.House,5,ESHEL FARAGGI,DEM,1,0,0,1
Grant,051-MILL 10,U.S.House,5,ESHEL FARAGGI,DEM,1,0,0,1
Grant,052-MILL 11,U.S.House,5,ESHEL FARAGGI,DEM,0,0,0,0
Grant,053-MONROE 1,U.S.House,5,ESHEL FARAGGI,DEM,1,0,0,1
Grant,055-PLEASANT 1,U.S.House,5,ESHEL FARAGGI,DEM,0,0,0,0
Grant,056-PLEASANT 2,U.S.House,5,ESHEL FARAGGI,DEM,0,0,0,0
Grant,057-PLEASANT 3,U.S.House,5,ESHEL FARAGGI,DEM,0,0,0,0
Grant,058-PLEASANT 4,U.S.House,5,ESHEL FARAGGI,DEM,2,0,0,2
Grant,059-PLEASANT 5,U.S.House,5,ESHEL FARAGGI,DEM,2,0,0,2
Grant,060-PLEASANT 6,U.S.House,5,ESHEL FARAGGI,DEM,0,0,0,0
Grant,061-PLEASANT 7,U.S.House,5,ESHEL FARAGGI,DEM,1,0,0,1
Grant,062-RICHLAND,U.S.House,5,ESHEL FARAGGI,DEM,1,0,0,1
Grant,063-SIMS,U.S.House,5,ESHEL FARAGGI,DEM,2,0,0,2
Grant,064-VAN BUREN,U.S.House,5,ESHEL FARAGGI,DEM,1,1,0,2
Grant,065-WASHINGTON 1,U.S.House,5,ESHEL FARAGGI,DEM,1,0,0,1
Grant,066-WASHINGTON 2,U.S.House,5,ESHEL FARAGGI,DEM,1,0,0,1
Grant,067-WASHINGTON 3,U.S.House,5,ESHEL FARAGGI,DEM,1,1,0,2
Grant,068-WASHINGTON 4,U.S.House,5,ESHEL FARAGGI,DEM,1,0,0,1
Grant,Total,U.S.House,5,ESHEL FARAGGI,DEM,83,16,0,99
Grant,001-CENTER 1,U.S.House,5,KYLE MOORE,DEM,8,4,0,12
Grant,002-CENTER 2,U.S.House,5,KYLE MOORE,DEM,3,2,0,5
Grant,003-CENTER 3,U.S.House,5,KYLE MOORE,DEM,6,2,0,8
Grant,004-CENTER 4,U.S.House,5,KYLE MOORE,DEM,6,3,0,9
Grant,005-CENTER 5,U.S.House,5,KYLE MOORE,DEM,8,2,0,10
Grant,006-CENTER 6,U.S.House,5,KYLE MOORE,DEM,6,3,0,9
Grant,007-CENTER 7,U.S.House,5,KYLE MOORE,DEM,7,3,0,10
Grant,008-CENTER 8,U.S.House,5,KYLE MOORE,DEM,12,3,0,15
Grant,009-CENTER 9,U.S.House,5,KYLE MOORE,DEM,3,2,0,5
Grant,010-CENTER 10,U.S.House,5,KYLE MOORE,DEM,7,1,0,8
Grant,011-CENTER 11,U.S.House,5,KYLE MOORE,DEM,7,1,0,8
Grant,012-CENTER 12,U.S.House,5,KYLE MOORE,DEM,11,0,0,11
Grant,013-CENTER 13,U.S.House,5,KYLE MOORE,DEM,9,8,0,17
Grant,014-CENTER 14,U.S.House,5,KYLE MOORE,DEM,3,0,0,3
Grant,015-CENTER 15,U.S.House,5,KYLE MOORE,DEM,4,4,0,8
Grant,016-CENTER 16,U.S.House,5,KYLE MOORE,DEM,1,1,0,2
Grant,017-CENTER 17,U.S.House,5,KYLE MOORE,DEM,6,5,0,11
Grant,018-CENTER 18,U.S.House,5,KYLE MOORE,DEM,6,2,0,8
Grant,019-CENTER 19,U.S.House,5,KYLE MOORE,DEM,7,4,0,11
Grant,020-CENTER 20,U.S.House,5,KYLE MOORE,DEM,0,0,0,0
Grant,024-CENTER 24,U.S.House,5,KYLE MOORE,DEM,0,0,0,0
Grant,025-FAIRMOUNT 1,U.S.House,5,KYLE MOORE,DEM,17,2,0,19
Grant,026-FAIRMOUNT 2,U.S.House,5,KYLE MOORE,DEM,15,0,0,15
Grant,027-FAIRMOUNT 3,U.S.House,5,KYLE MOORE,DEM,7,0,0,7
Grant,028-FA1RMOUNT 4,U.S.House,5,KYLE MOORE,DEM,1,0,0,1
Grant,029-FRANKLIN 1,U.S.House,5,KYLE MOORE,DEM,5,1,0,6
Grant,030-FRANKLIN 2,U.S.House,5,KYLE MOORE,DEM,17,6,0,23
Grant,031-FRANKLIN 3,U.S.House,5,KYLE MOORE,DEM,7,1,0,8
Grant,032-FRANKLIN 4,U.S.House,5,KYLE MOORE,DEM,0,0,0,0
Grant,033-FRANKLIN 5,U.S.House,5,KYLE MOORE,DEM,12,5,0,17
Grant,034-FRANKLIN 6,U.S.House,5,KYLE MOORE,DEM,8,5,0,13
Grant,035-FRANKLIN 7,U.S.House,5,KYLE MOORE,DEM,4,0,0,4
Grant,037-GREEN,U.S.House,5,KYLE MOORE,DEM,1,2,0,3
Grant,038-JEFFERSON 1,U.S.House,5,KYLE MOORE,DEM,8,1,0,9
Grant,039-JEFFERSON 2,U.S.House,5,KYLE MOORE,DEM,10,1,0,11
Grant,040-JEFFERSON 3,U.S.House,5,KYLE MOORE,DEM,2,3,0,5
Grant,041-LIBERTY,U.S.House,5,KYLE MOORE,DEM,6,0,0,6
Grant,042-MILL 1,U.S.House,5,KYLE MOORE,DEM,15,1,0,16
Grant,043-MILL 2,U.S.House,5,KYLE MOORE,DEM,12,4,0,16
Grant,044-MILL 3,U.S.House,5,KYLE MOORE,DEM,3,0,0,3
Grant,045-MILL 4,U.S.House,5,KYLE MOORE,DEM,9,0,0,9
Grant,046-MILL 5,U.S.House,5,KYLE MOORE,DEM,6,1,0,7
Grant,047-MILL 6,U.S.House,5,KYLE MOORE,DEM,9,2,0,11
Grant,048-MILL 7,U.S.House,5,KYLE MOORE,DEM,6,2,0,8
Grant,049-M1LL 8,U.S.House,5,KYLE MOORE,DEM,4,0,0,4
Grant,050-MILL 9,U.S.House,5,KYLE MOORE,DEM,6,2,0,8
Grant,051-MILL 10,U.S.House,5,KYLE MOORE,DEM,3,1,0,4
Grant,052-MILL 11,U.S.House,5,KYLE MOORE,DEM,0,0,0,0
Grant,053-MONROE 1,U.S.House,5,KYLE MOORE,DEM,8,0,0,8
Grant,055-PLEASANT 1,U.S.House,5,KYLE MOORE,DEM,7,3,0,10
Grant,056-PLEASANT 2,U.S.House,5,KYLE MOORE,DEM,5,0,0,5
Grant,057-PLEASANT 3,U.S.House,5,KYLE MOORE,DEM,6,1,0,7
Grant,058-PLEASANT 4,U.S.House,5,KYLE MOORE,DEM,5,0,0,5
Grant,059-PLEASANT 5,U.S.House,5,KYLE MOORE,DEM,9,0,0,9
Grant,060-PLEASANT 6,U.S.House,5,KYLE MOORE,DEM,2,2,0,4
Grant,061-PLEASANT 7,U.S.House,5,KYLE MOORE,DEM,5,2,0,7
Grant,062-RICHLAND,U.S.House,5,KYLE MOORE,DEM,6,4,0,10
Grant,063-SIMS,U.S.House,5,KYLE MOORE,DEM,7,0,0,7
Grant,064-VAN BUREN,U.S.House,5,KYLE MOORE,DEM,8,3,0,11
Grant,065-WASHINGTON 1,U.S.House,5,KYLE MOORE,DEM,0,0,0,0
Grant,066-WASHINGTON 2,U.S.House,5,KYLE MOORE,DEM,6,1,0,7
Grant,067-WASHINGTON 3,U.S.House,5,KYLE MOORE,DEM,4,0,0,4
Grant,068-WASHINGTON 4,U.S.House,5,KYLE MOORE,DEM,3,1,0,4
Grant,Total,U.S.House,5,KYLE MOORE,DEM,394,107,0,501
Grant,001-CENTER 1,U.S.House,5,DEE THORNTON,DEM,10,2,0,12
Grant,002-CENTER 2,U.S.House,5,DEE THORNTON,DEM,4,2,0,6
Grant,003-CENTER 3,U.S.House,5,DEE THORNTON,DEM,11,6,0,17
Grant,004-CENTER 4,U.S.House,5,DEE THORNTON,DEM,2,1,0,3
Grant,005-CENTER 5,U.S.House,5,DEE THORNTON,DEM,5,3,0,8
Grant,006-CENTER 6,U.S.House,5,DEE THORNTON,DEM,4,0,0,4
Grant,007-CENTER 7,U.S.House,5,DEE THORNTON,DEM,4,4,0,8
Grant,008-CENTER 8,U.S.House,5,DEE THORNTON,DEM,8,5,0,13
Grant,009-CENTER 9,U.S.House,5,DEE THORNTON,DEM,6,7,0,13
Grant,010-CENTER 10,U.S.House,5,DEE THORNTON,DEM,4,0,0,4
Grant,011-CENTER 11,U.S.House,5,DEE THORNTON,DEM,5,4,0,9
Grant,012-CENTER 12,U.S.House,5,DEE THORNTON,DEM,5,4,0,9
Grant,013-CENTER 13,U.S.House,5,DEE THORNTON,DEM,10,5,0,15
Grant,014-CENTER 14,U.S.House,5,DEE THORNTON,DEM,5,1,0,6
Grant,015-CENTER 15,U.S.House,5,DEE THORNTON,DEM,2,6,0,8
Grant,016-CENTER 16,U.S.House,5,DEE THORNTON,DEM,6,1,0,7
Grant,017-CENTER 17,U.S.House,5,DEE THORNTON,DEM,3,3,0,6
Grant,018-CENTER 18,U.S.House,5,DEE THORNTON,DEM,2,5,0,7
Grant,019-CENTER 19,U.S.House,5,DEE THORNTON,DEM,10,2,0,12
Grant,020-CENTER 20,U.S.House,5,DEE THORNTON,DEM,0,1,0,1
Grant,024-CENTER 24,U.S.House,5,DEE THORNTON,DEM,0,0,0,0
Grant,025-FAIRMOUNT 1,U.S.House,5,DEE THORNTON,DEM,12,4,0,16
Grant,026-FAIRMOUNT 2,U.S.House,5,DEE THORNTON,DEM,12,2,0,14
Grant,027-FAIRMOUNT 3,U.S.House,5,DEE THORNTON,DEM,4,0,0,4
Grant,028-FA1RMOUNT 4,U.S.House,5,DEE THORNTON,DEM,2,0,0,2
Grant,029-FRANKLIN 1,U.S.House,5,DEE THORNTON,DEM,2,0,0,2
Grant,030-FRANKLIN 2,U.S.House,5,DEE THORNTON,DEM,3,3,0,6
Grant,031-FRANKLIN 3,U.S.House,5,DEE THORNTON,DEM,3,0,0,3
Grant,032-FRANKLIN 4,U.S.House,5,DEE THORNTON,DEM,4,4,0,8
Grant,033-FRANKLIN 5,U.S.House,5,DEE THORNTON,DEM,5,3,0,8
Grant,034-FRANKLIN 6,U.S.House,5,DEE THORNTON,DEM,6,4,0,10
Grant,035-FRANKLIN 7,U.S.House,5,DEE THORNTON,DEM,2,0,0,2
Grant,037-GREEN,U.S.House,5,DEE THORNTON,DEM,4,0,0,4
Grant,038-JEFFERSON 1,U.S.House,5,DEE THORNTON,DEM,10,0,0,10
Grant,039-JEFFERSON 2,U.S.House,5,DEE THORNTON,DEM,8,0,0,8
Grant,040-JEFFERSON 3,U.S.House,5,DEE THORNTON,DEM,9,1,0,10
Grant,041-LIBERTY,U.S.House,5,DEE THORNTON,DEM,4,2,0,6
Grant,042-MILL 1,U.S.House,5,DEE THORNTON,DEM,8,2,0,10
Grant,043-MILL 2,U.S.House,5,DEE THORNTON,DEM,6,3,0,9
Grant,044-MILL 3,U.S.House,5,DEE THORNTON,DEM,1,0,0,1
Grant,045-MILL 4,U.S.House,5,DEE THORNTON,DEM,2,1,0,3
Grant,046-MILL 5,U.S.House,5,DEE THORNTON,DEM,1,1,0,2
Grant,047-MILL 6,U.S.House,5,DEE THORNTON,DEM,4,0,0,4
Grant,048-MILL 7,U.S.House,5,DEE THORNTON,DEM,7,0,0,7
Grant,049-M1LL 8,U.S.House,5,DEE THORNTON,DEM,2,1,0,3
Grant,050-MILL 9,U.S.House,5,DEE THORNTON,DEM,1,3,0,4
Grant,051-MILL 10,U.S.House,5,DEE THORNTON,DEM,2,2,0,4
Grant,052-MILL 11,U.S.House,5,DEE THORNTON,DEM,0,2,0,2
Grant,053-MONROE 1,U.S.House,5,DEE THORNTON,DEM,5,0,0,5
Grant,055-PLEASANT 1,U.S.House,5,DEE THORNTON,DEM,4,5,0,9
Grant,056-PLEASANT 2,U.S.House,5,DEE THORNTON,DEM,6,3,0,9
Grant,057-PLEASANT 3,U.S.House,5,DEE THORNTON,DEM,1,1,0,2
Grant,058-PLEASANT 4,U.S.House,5,DEE THORNTON,DEM,2,3,0,5
Grant,059-PLEASANT 5,U.S.House,5,DEE THORNTON,DEM,8,0,0,8
Grant,060-PLEASANT 6,U.S.House,5,DEE THORNTON,DEM,3,0,0,3
Grant,061-PLEASANT 7,U.S.House,5,DEE THORNTON,DEM,5,1,0,6
Grant,062-RICHLAND,U.S.House,5,DEE THORNTON,DEM,5,1,0,6
Grant,063-SIMS,U.S.House,5,DEE THORNTON,DEM,5,0,0,5
Grant,064-VAN BUREN,U.S.House,5,DEE THORNTON,DEM,9,2,0,11
Grant,065-WASHINGTON 1,U.S.House,5,DEE THORNTON,DEM,3,0,0,3
Grant,066-WASHINGTON 2,U.S.House,5,DEE THORNTON,DEM,2,2,0,4
Grant,067-WASHINGTON 3,U.S.House,5,DEE THORNTON,DEM,6,4,0,10
Grant,068-WASHINGTON 4,U.S.House,5,DEE THORNTON,DEM,3,0,0,3
Grant,Total,U.S.House,5,DEE THORNTON,DEM,297,122,0,419
Grant,001-CENTER 1,State Senator,17,GARY L. SNYDER,DEM,26,7,0,33
Grant,002-CENTER 2,State Senator,17,GARY L. SNYDER,DEM,11,6,0,17
Grant,003-CENTER 3,State Senator,17,GARY L. SNYDER,DEM,16,5,0,21
Grant,004-CENTER 4,State Senator,17,GARY L. SNYDER,DEM,12,4,0,16
Grant,005-CENTER 5,State Senator,17,GARY L. SNYDER,DEM,15,5,0,20
Grant,006-CENTER 6,State Senator,17,GARY L. SNYDER,DEM,12,7,0,19
Grant,007-CENTER 7,State Senator,17,GARY L. SNYDER,DEM,18,7,0,25
Grant,008-CENTER 8,State Senator,17,GARY L. SNYDER,DEM,24,9,0,33
Grant,009-CENTER 9,State Senator,17,GARY L. SNYDER,DEM,24,14,0,38
Grant,010-CENTER 10,State Senator,17,GARY L. SNYDER,DEM,12,1,0,13
Grant,011-CENTER 11,State Senator,17,GARY L. SNYDER,DEM,17,5,0,22
Grant,012-CENTER 12,State Senator,17,GARY L. SNYDER,DEM,19,4,0,23
Grant,013-CENTER 13,State Senator,17,GARY L. SNYDER,DEM,25,12,0,37
Grant,015-CENTER 15,State Senator,17,GARY L. SNYDER,DEM,9,13,0,22
Grant,016-CENTER 16,State Senator,17,GARY L. SNYDER,DEM,7,5,0,12
Grant,017-CENTER 17,State Senator,17,GARY L. SNYDER,DEM,10,11,0,21
Grant,018-CENTER 18,State Senator,17,GARY L. SNYDER,DEM,11,8,0,19
Grant,019-CENTER 19,State Senator,17,GARY L. SNYDER,DEM,23,6,0,29
Grant,020-CENTER 20,State Senator,17,GARY L. SNYDER,DEM,2,3,0,5
Grant,024-CENTER 24,State Senator,17,GARY L. SNYDER,DEM,0,0,0,0
Grant,055-PLEASANT 1,State Senator,17,GARY L. SNYDER,DEM,15,7,0,22
Grant,056-PLEASANT 2,State Senator,17,GARY L. SNYDER,DEM,18,2,0,20
Grant,057-PLEASANT 3,State Senator,17,GARY L. SNYDER,DEM,9,3,0,12
Grant,058-PLEASANT 4,State Senator,17,GARY L. SNYDER,DEM,7,2,0,10
Grant,059-PLEASANT 5,State Senator,17,GARY L. SNYDER,DEM,25,1,0,26
Grant,060-PLEASANT 6,State Senator,17,GARY L. SNYDER,DEM,5,2,0,7
Grant,061-PLEASANT 7,State Senator,17,GARY L. SNYDER,DEM,15,5,0,20
Grant,062-RICHLAND,State Senator,17,GARY L. SNYDER,DEM,13,6,0,19
Grant,064-VAN BUREN,State Senator,17,GARY L. SNYDER,DEM,23,8,0,31
Grant,065-WASHINGTON 1,State Senator,17,GARY L. SNYDER,DEM,4,0,0,4
Grant,066-WASHINGTON 2,State Senator,17,GARY L. SNYDER,DEM,15,4,0,19
Grant,067-WASHINGTON 3,State Senator,17,GARY L. SNYDER,DEM,17,5,0,22
Grant,068-WASHINGTON 4,State Senator,17,GARY L. SNYDER,DEM,11,1,0,12
Grant,Total,State Senator,17,GARY L. SNYDER,DEM,470,178,0,649
Grant,025-FAIRMOUNT 1,State Senator,19,NO CANDIDATE FILED,DEM,0,0,0,0
Grant,026-FAIRMOUNT 2,State Senator,19,NO CANDIDATE FILED,DEM,0,0,0,0
Grant,027-FAIRMOUNT 3,State Senator,19,NO CANDIDATE FILED,DEM,0,0,0,0
Grant,028-FA1RMOUNT 4,State Senator,19,NO CANDIDATE FILED,DEM,0,0,0,0
Grant,038-JEFFERSON 1,State Senator,19,NO CANDIDATE FILED,DEM,0,0,0,0
Grant,039-JEFFERSON 2,State Senator,19,NO CANDIDATE FILED,DEM,0,0,0,0
Grant,040-JEFFERSON 3,State Senator,19,NO CANDIDATE FILED,DEM,0,0,0,0
Grant,041-LIBERTY,State Senator,19,NO CANDIDATE FILED,DEM,0,0,0,0
Grant,042-MILL 1,State Senator,19,NO CANDIDATE FILED,DEM,0,0,0,0
Grant,043-MILL 2,State Senator,19,NO CANDIDATE FILED,DEM,0,0,0,0
Grant,044-MILL 3,State Senator,19,NO CANDIDATE FILED,DEM,0,0,0,0
Grant,045-MILL 4,State Senator,19,NO CANDIDATE FILED,DEM,0,0,0,0
Grant,046-MILL 5,State Senator,19,NO CANDIDATE FILED,DEM,0,0,0,0
Grant,047-MILL 6,State Senator,19,NO CANDIDATE FILED,DEM,0,0,0,0
Grant,048-MILL 7,State Senator,19,NO CANDIDATE FILED,DEM,0,0,0,0
Grant,049-M1LL 8,State Senator,19,NO CANDIDATE FILED,DEM,0,0,0,0
Grant,050-MILL 9,State Senator,19,NO CANDIDATE FILED,DEM,0,0,0,0
Grant,051-MILL 10,State Senator,19,NO CANDIDATE FILED,DEM,0,0,0,0
Grant,052-MILL 11,State Senator,19,NO CANDIDATE FILED,DEM,0,0,0,0
Grant,053-MONROE 1,State Senator,19,NO CANDIDATE FILED,DEM,0,0,0,0
Grant,Total,State Senator,19,NO CANDIDATE FILED,DEM,0,0,0,0
Grant,014-CENTER 14,State Senator,21,CHRISTINA FIVECOATE,DEM,10,1,0,11
Grant,029-FRANKLIN 1,State Senator,21,CHRISTINA FIVECOATE,DEM,7,2,0,9
Grant,030-FRANKLIN 2,State Senator,21,CHRISTINA FIVECOATE,DEM,22,12,0,34
Grant,031-FRANKLIN 3,State Senator,21,CHRISTINA FIVECOATE,DEM,13,1,0,14
Grant,032-FRANKLIN 4,State Senator,21,CHRISTINA FIVECOATE,DEM,6,5,0,11
Grant,033-FRANKLIN 5,State Senator,21,CHRISTINA FIVECOATE,DEM,26,7,0,33
Grant,034-FRANKLIN 6,State Senator,21,CHRISTINA FIVECOATE,DEM,26,9,0,35
Grant,035-FRANKLIN 7,State Senator,21,CHRISTINA FIVECOATE,DEM,9,0,0,9
Grant,037-GREEN,State Senator,21,CHRISTINA FIVECOATE,DEM,5,2,0,7
Grant,063-SIMS,State Senator,21,CHRISTINA FIVECOATE,DEM,15,0,0,15
Grant,Total,State Senator,21,CHRISTINA FIVECOATE,DEM,139,39,0,178
Grant,055-PLEASANT 1,State Representative,18,DEE M. MOORE,DEM,15,9,0,24
Grant,056-PLEASANT 2,State Representative,18,DEE M. MOORE,DEM,18,4,0,22
Grant,062-RICHLAND,State Representative,18,DEE M. MOORE,DEM,14,3,0,17
Grant,Total,State Representative,18,DEE M. MOORE,DEM,47,16,0,63
Grant,014-CENTER 14,State Representative,30,NO CANDIDATE FILED,DEM,0,0,0,0
Grant,030-FRANKLIN 2,State Representative,30,NO CANDIDATE FILED,DEM,0,0,0,0
Grant,031-FRANKLIN 3,State Representative,30,NO CANDIDATE FILED,DEM,0,0,0,0
Grant,032-FRANKLIN 4,State Representative,30,NO CANDIDATE FILED,DEM,0,0,0,0
Grant,033-FRANKLIN 5,State Representative,30,NO CANDIDATE FILED,DEM,0,0,0,0
Grant,034-FRANKLIN 6,State Representative,30,NO CANDIDATE FILED,DEM,0,0,0,0
Grant,063-SIMS,State Representative,30,NO CANDIDATE FILED,DEM,0,0,0,0
Grant,Total,State Representative,30,NO CANDIDATE FILED,DEM,0,0,0,0
Grant,001-CENTER 1,State Representative,31,LYNN JOHNSON,DEM,29,6,0,35
Grant,002-CENTER 2,State Representative,31,LYNN JOHNSON,DEM,12,5,0,17
Grant,003-CENTER 3,State Representative,31,LYNN JOHNSON,DEM,15,8,0,23
Grant,004-CENTER 4,State Representative,31,LYNN JOHNSON,DEM,11,4,0,15
Grant,005-CENTER 5,State Representative,31,LYNN JOHNSON,DEM,17,6,0,23
Grant,006-CENTER 6,State Representative,31,LYNN JOHNSON,DEM,14,7,0,21
Grant,007-CENTER 7,State Representative,31,LYNN JOHNSON,DEM,18,8,0,26
Grant,008-CENTER 8,State Representative,31,LYNN JOHNSON,DEM,32,8,0,40
Grant,009-CENTER 9,State Representative,31,LYNN JOHNSON,DEM,24,13,0,37
Grant,010-CENTER 10,State Representative,31,LYNN JOHNSON,DEM,14,2,0,16
Grant,011-CENTER 11,State Representative,31,LYNN JOHNSON,DEM,16,5,0,21
Grant,012-CENTER 12,State Representative,31,LYNN JOHNSON,DEM,22,4,0,26
Grant,013-CENTER 13,State Representative,31,LYNN JOHNSON,DEM,27,13,0,40
Grant,015-CENTER 15,State Representative,31,LYNN JOHNSON,DEM,10,9,0,19
Grant,016-CENTER 16,State Representative,31,LYNN JOHNSON,DEM,8,6,0,14
Grant,017-CENTER 17,State Representative,31,LYNN JOHNSON,DEM,10,11,0,21
Grant,018-CENTER 18,State Representative,31,LYNN JOHNSON,DEM,12,9,0,21
Grant,019-CENTER 19,State Representative,31,LYNN JOHNSON,DEM,25,5,0,30
Grant,020-CENTER 20,State Representative,31,LYNN JOHNSON,DEM,2,4,0,6
Grant,024-CENTER 24,State Representative,31,LYNN JOHNSON,DEM,0,0,0,0
Grant,029-FRANKLIN 1,State Representative,31,LYNN JOHNSON,DEM,11,1,0,12
Grant,035-FRANKLIN 7,State Representative,31,LYNN JOHNSON,DEM,10,0,0,10
Grant,042-MILL 1,State Representative,31,LYNN JOHNSON,DEM,27,5,0,32
Grant,043-MILL 2,State Representative,31,LYNN JOHNSON,DEM,29,7,0,36
Grant,044-MILL 3,State Representative,31,LYNN JOHNSON,DEM,6,1,0,7
Grant,047-MILL 6,State Representative,31,LYNN JOHNSON,DEM,16,3,0,19
Grant,048-MILL 7,State Representative,31,LYNN JOHNSON,DEM,15,2,0,17
Grant,050-MILL 9,State Representative,31,LYNN JOHNSON,DEM,7,7,0,14
Grant,052-MILL 11,State Representative,31,LYNN JOHNSON,DEM,0,2,0,2
Grant,053-MONROE 1,State Representative,31,LYNN JOHNSON,DEM,18,5,0,23
Grant,057-PLEASANT 3,State Representative,31,LYNN JOHNSON,DEM,9,3,0,12
Grant,058-PLEASANT 4,State Representative,31,LYNN JOHNSON,DEM,8,0,0,8
Grant,059-PLEASANT 5,State Representative,31,LYNN JOHNSON,DEM,26,1,0,27
Grant,060-PLEASANT 6,State Representative,31,LYNN JOHNSON,DEM,5,2,0,7
Grant,061-PLEASANT 7,State Representative,31,LYNN JOHNSON,DEM,13,5,0,18
Grant,064-VAN BUREN,State Representative,31,LYNN JOHNSON,DEM,26,7,0,33
Grant,065-WASHINGTON 1,State Representative,31,LYNN JOHNSON,DEM,4,0,0,4
Grant,066-WASHINGTON 2,State Representative,31,LYNN JOHNSON,DEM,13,4,0,17
Grant,067-WASHINGTON 3,State Representative,31,LYNN JOHNSON,DEM,21,4,0,25
Grant,068-WASHINGTON 4,State Representative,31,LYNN JOHNSON,DEM,11,1,0,12
Grant,Total,State Representative,31,LYNN JOHNSON,DEM,593,193,0,786
Grant,025-FAIRMOUNT 1,State Representative,32,AMIE NEILING,DEM,40,7,0,47
Grant,026-FAIRMOUNT 2,State Representative,32,AMIE NEILING,DEM,27,2,0,29
Grant,027-FAIRMOUNT 3,State Representative,32,AMIE NEILING,DEM,10,2,0,12
Grant,028-FA1RMOUNT 4,State Representative,32,AMIE NEILING,DEM,6,0,0,6
Grant,037-GREEN,State Representative,32,AMIE NEILING,DEM,6,2,0,8
Grant,038-JEFFERSON 1,State Representative,32,AMIE NEILING,DEM,21,1,0,22
Grant,039-JEFFERSON 2,State Representative,32,AMIE NEILING,DEM,21,2,0,23
Grant,040-JEFFERSON 3,State Representative,32,AMIE NEILING,DEM,12,7,0,19
Grant,041-LIBERTY,State Representative,32,AMIE NEILING,DEM,10,2,0,12
Grant,045-MILL 4,State Representative,32,AMIE NEILING,DEM,20,1,0,21
Grant,046-MILL 5,State Representative,32,AMIE NEILING,DEM,13,4,0,17
Grant,049-M1LL 8,State Representative,32,AMIE NEILING,DEM,8,1,0,9
Grant,051-MILL 10,State Representative,32,AMIE NEILING,DEM,5,2,0,7
Grant,Total,State Representative,32,AMIE NEILING,DEM,199,33,0,232
