precinct,office,district,candidate,party,votes,election_day,absentee,provisional
0010 LOVETT,SUPREME COURT JUSTICE RETENTION,,NO,,107,88,19,0
0010 LOVETT,CRT OF APPEALS JUDICIAL RETENTION D2,,YES,,199,161,38,0
0010 LOVETT,CRT OF APPEALS JUDICIAL RETENTION D2,,NO,,106,85,21,0
0011 MARION,Registered Voters,,,,707,,,
0011 MARION,BALLOTS CAST - TOTAL,,,,362,322,40,0
0011 MARION,PUBLIC QUESTION #1,,YES,,172,151,21,0
0011 MARION,PUBLIC QUESTION #1,,NO,,86,83,3,0
0011 MARION,STRAIGHT PARTY,,REPUBLICAN,REP,124,110,14,0
0011 MARION,STRAIGHT PARTY,,DEMOCRATIC,DEM,42,32,10,0
0011 MARION,STRAIGHT PARTY,,LIBERTARIAN,LIB,0,0,0,
0011 MARION,U.S. Senate,,MIKE BRAUN,REP,251,229,22,0
0011 MARION,U.S. Senate,,JOE DONNELLY,DEM,89,74,15,0
0011 MARION,U.S. Senate,,LUCY M. BRENTON,LIB,18,15,3,0
0011 MARION,U.S. Senate,,Write-ins,,0,0,0,0
0011 MARION,SECRETARY OF STATE,,CONNIE LAWSON,REP,269,244,25,0
0011 MARION,SECRETARY OF STATE,,JIM HARPER,DEM,79,65,14,0
0011 MARION,SECRETARY OF STATE,,MARK W. RUTHERFORD,LIB,5,5,0,0
0011 MARION,SECRETARY OF STATE,,Write-ins,,0,0,0,0
0011 MARION,AUDITOR OF STATE,,TERA KLUTZ,REP,251,229,22,0
0011 MARION,AUDITOR OF STATE,,JOSELYN WHITTICKER,DEM,87,72,15,0
0011 MARION,AUDITOR OF STATE,,JOHN SCHICK,LIB,12,11,1,0
0011 MARION,TREASURER OF STATE,,KELLY MITCHELL,REP,270,246,24,0
0011 MARION,TREASURER OF STATE,,JOHN C. AGUILERA,DEM,81,66,15,0
0011 MARION,U.S. House,6,GREG PENCE,REP,260,237,23,0
0011 MARION,U.S. House,6,JEANNINE LEE LAKE,DEM,90,74,16,0
0011 MARION,U.S. House,6,TOM FERKINHOFF,LIB,10,9,1,0
0011 MARION,U.S. House,6,Write-ins,,0,0,0,0
0011 MARION,State Senate,43,"CLYDE A. (CHIP) PERFECT, JR.",REP,277,251,26,0
0011 MARION,State Representative,69,JIM LUCAS,REP,270,246,24,0
0011 MARION,State Representative,69,STEVE SCHOETTMER,DEM,87,71,16,0
0011 MARION,PROSECUTING ATTORNEY,,BRIAN J. BELDING,REP,282,256,26,0
0011 MARION,CIRCUIT COURT CLERK,,AMY GWIN THOMPSON,REP,246,222,24,0
0011 MARION,CIRCUIT COURT CLERK,,RACHAEL SHAW,DEM,108,92,16,0
0011 MARION,COUNTY AUDITOR,,TESSIA SALSMAN,REP,226,204,22,0
0011 MARION,COUNTY AUDITOR,,KAY SUE VANCE,DEM,130,112,18,0
0011 MARION,COUNTY RECORDER,,MARY DORSETT KILGORE,REP,236,213,23,0
0011 MARION,COUNTY RECORDER,,SANDRA L. (SANDY) VANCE,DEM,121,104,17,0
0011 MARION,COUNTY SHERIFF,,WM. KENNY FREEMAN,REP,229,204,25,0
0011 MARION,COUNTY SHERIFF,,GARY M. DRIVER,DEM,131,116,15,0
0011 MARION,COUNTY ASSESSOR,,RANDY SHEPHERD,REP,246,224,22,0
0011 MARION,COUNTY ASSESSOR,,KARIE A. WILSON,DEM,111,94,17,0
0011 MARION,COUNTY COMMISSIONER DISTRICT 3,,MATT SPORLEDER,REP,240,216,24,0
0011 MARION,COUNTY COMMISSIONER DISTRICT 3,,NICK MEGEL,DEM,116,101,15,0
0011 MARION,COUNTY COUNCIL DISTRICT 2,,MANDY GAUGER CREECH,REP,234,211,23,0
0011 MARION,COUNTY COUNCIL DISTRICT 2,,LARRY MASCHINO,DEM,123,106,17,0
0011 MARION,MARION TOWNSHIP TRUSTEE,,ROBIN DEPUTY,REP,280,252,28,0
0011 MARION,MARION TWNSHP ADVISORY BOARD,,TOMMY GUDGEL,REP,180,159,21,0
0011 MARION,MARION TWNSHP ADVISORY BOARD,,MARY DERRINGER,DEM,117,104,13,0
0011 MARION,SCHOOL BOARD - DISTRICT 4,,ZACK CAMPBELL,,90,87,3,0
0011 MARION,SCHOOL BOARD - DISTRICT 4,,TONY DAEGER,,126,113,13,0
0011 MARION,SCHOOL BOARD - DISTRICT 4,,AMY PETTIT,,126,113,13,0
0011 MARION,SCHOOL BOARD - AT-LARGE,,STEVE ELMORE,,68,63,5,0
0011 MARION,SCHOOL BOARD - AT-LARGE,,JAIME GREATHOUSE,,75,66,9,0
0011 MARION,SCHOOL BOARD - AT-LARGE,,ALISHA ROBERTS,,55,45,10,0
0011 MARION,SCHOOL BOARD - AT-LARGE,,TRAVIS D. SHEPHERD,,94,90,4,0
0011 MARION,SCHOOL BOARD - AT-LARGE,,SUSAN STEARNS WAHLMAN,,101,91,10,0
0011 MARION,SUPREME COURT JUSTICE RETENTION,,YES,,126,114,12,0
0011 MARION,SUPREME COURT JUSTICE RETENTION,,NO,,85,76,9,0
0011 MARION,CRT OF APPEALS JUDICIAL RETENTION D2,,YES,,134,121,13,0
0011 MARION,CRT OF APPEALS JUDICIAL RETENTION D2,,NO,,76,68,8,0
0012 MONTGOMERY,Registered Voters,,,,689,,,
0012 MONTGOMERY,BALLOTS CAST - TOTAL,,,,350,290,60,0
0012 MONTGOMERY,PUBLIC QUESTION #1,,YES,,182,156,26,0
0012 MONTGOMERY,PUBLIC QUESTION #1,,NO,,78,64,14,0
0012 MONTGOMERY,STRAIGHT PARTY,,REPUBLICAN,REP,90,70,20,0
0012 MONTGOMERY,STRAIGHT PARTY,,DEMOCRATIC,DEM,24,16,8,0
0012 MONTGOMERY,STRAIGHT PARTY,,LIBERTARIAN,LIB,1,1,0,0
0012 MONTGOMERY,U.S. Senate,,MIKE BRAUN,REP,244,207,37,0
0012 MONTGOMERY,U.S. Senate,,JOE DONNELLY,DEM,84,63,21,0
0012 MONTGOMERY,U.S. Senate,,LUCY M. BRENTON,LIB,18,16,2,0
0012 MONTGOMERY,U.S. Senate,,Write-ins,,0,0,0,0
0012 MONTGOMERY,SECRETARY OF STATE,,CONNIE LAWSON,REP,245,203,42,0
0012 MONTGOMERY,SECRETARY OF STATE,,JIM HARPER,DEM,82,67,15,0
0012 MONTGOMERY,SECRETARY OF STATE,,MARK W. RUTHERFORD,LIB,14,12,2,0
0012 MONTGOMERY,SECRETARY OF STATE,,Write-ins,,0,0,0,0
0012 MONTGOMERY,AUDITOR OF STATE,,TERA KLUTZ,REP,238,200,38,0
0012 MONTGOMERY,AUDITOR OF STATE,,JOSELYN WHITTICKER,DEM,83,64,19,0
0012 MONTGOMERY,AUDITOR OF STATE,,JOHN SCHICK,LIB,14,12,2,0
0012 MONTGOMERY,TREASURER OF STATE,,KELLY MITCHELL,REP,257,214,43,0
0012 MONTGOMERY,TREASURER OF STATE,,JOHN C. AGUILERA,DEM,72,57,15,0
0012 MONTGOMERY,U.S. House,6,GREG PENCE,REP,256,213,43,0
0012 MONTGOMERY,U.S. House,6,JEANNINE LEE LAKE,DEM,76,60,16,0
0012 MONTGOMERY,U.S. House,6,TOM FERKINHOFF,LIB,9,8,1,0
0012 MONTGOMERY,U.S. House,6,Write-ins,,0,0,0,0
0012 MONTGOMERY,State Senate,43,"CLYDE A. (CHIP) PERFECT, JR.",REP,275,232,43,0
0012 MONTGOMERY,State Representative,69,JIM LUCAS,REP,257,215,42,0
0012 MONTGOMERY,State Representative,69,STEVE SCHOETTMER,DEM,86,69,17,0
0012 MONTGOMERY,PROSECUTING ATTORNEY,,BRIAN J. BELDING,REP,283,239,44,0
0012 MONTGOMERY,CIRCUIT COURT CLERK,,AMY GWIN THOMPSON,REP,228,192,36,0
0012 MONTGOMERY,CIRCUIT COURT CLERK,,RACHAEL SHAW,DEM,110,87,23,0
0012 MONTGOMERY,COUNTY AUDITOR,,TESSIA SALSMAN,REP,202,168,34,0
0012 MONTGOMERY,COUNTY AUDITOR,,KAY SUE VANCE,DEM,137,112,25,0
0012 MONTGOMERY,COUNTY RECORDER,,MARY DORSETT KILGORE,REP,208,175,33,0
0012 MONTGOMERY,COUNTY RECORDER,,SANDRA L. (SANDY) VANCE,DEM,131,107,24,0
0012 MONTGOMERY,COUNTY SHERIFF,,WM. KENNY FREEMAN,REP,199,168,31,0
0012 MONTGOMERY,COUNTY SHERIFF,,GARY M. DRIVER,DEM,149,120,29,0
0012 MONTGOMERY,COUNTY ASSESSOR,,RANDY SHEPHERD,REP,221,189,32,0
0012 MONTGOMERY,COUNTY ASSESSOR,,KARIE A. WILSON,DEM,116,89,27,0
0012 MONTGOMERY,COUNTY COMMISSIONER DISTRICT 3,,MATT SPORLEDER,REP,219,179,40,0
0012 MONTGOMERY,COUNTY COMMISSIONER DISTRICT 3,,NICK MEGEL,DEM,122,103,19,0
0012 MONTGOMERY,COUNTY COUNCIL DISTRICT 2,,MANDY GAUGER CREECH,REP,218,178,40,0
0012 MONTGOMERY,COUNTY COUNCIL DISTRICT 2,,LARRY MASCHINO,DEM,119,100,19,0
0012 MONTGOMERY,MONTGOMERY TOWNSHIP TRUSTEE,,JAMES A. REDMOND,DEM,205,171,34,0
0012 MONTGOMERY,MONTGOMERY TWNSHP ADVISORY BRD,,H. GLEN SULLIVAN,REP,195,163,32,0
0012 MONTGOMERY,MONTGOMERY TWNSHP ADVISORY BRD,,LARRY D. SHORT,DEM,148,128,20,0
0012 MONTGOMERY,SCHOOL BOARD - DISTRICT 4,,ZACK CAMPBELL,,69,60,9,0
0012 MONTGOMERY,SCHOOL BOARD - DISTRICT 4,,TONY DAEGER,,157,131,26,0
0012 MONTGOMERY,SCHOOL BOARD - DISTRICT 4,,AMY PETTIT,,150,121,29,0
0012 MONTGOMERY,SCHOOL BOARD - AT-LARGE,,STEVE ELMORE,,96,80,16,0
0012 MONTGOMERY,SCHOOL BOARD - AT-LARGE,,JAIME GREATHOUSE,,69,59,10,0
0012 MONTGOMERY,SCHOOL BOARD - AT-LARGE,,ALISHA ROBERTS,,36,31,5,0
0012 MONTGOMERY,SCHOOL BOARD - AT-LARGE,,TRAVIS D. SHEPHERD,,107,87,20,0
0012 MONTGOMERY,SCHOOL BOARD - AT-LARGE,,SUSAN STEARNS WAHLMAN,,100,82,18,0
0012 MONTGOMERY,SUPREME COURT JUSTICE RETENTION,,YES,,138,114,24,0
0012 MONTGOMERY,SUPREME COURT JUSTICE RETENTION,,NO,,95,85,10,0
0012 MONTGOMERY,CRT OF APPEALS JUDICIAL RETENTION D2,,YES,,137,113,24,0
0012 MONTGOMERY,CRT OF APPEALS JUDICIAL RETENTION D2,,NO,,92,81,11,0
0013 NV1A,Registered Voters,,,,485,,,
0013 NV1A,BALLOTS CAST - TOTAL,,,,276,187,89,0
0013 NV1A,PUBLIC QUESTION #1,,YES,,127,87,40,0
0013 NV1A,PUBLIC QUESTION #1,,NO,,57,43,14,0
0013 NV1A,STRAIGHT PARTY,,REPUBLICAN,REP,48,34,14,0
0013 NV1A,STRAIGHT PARTY,,DEMOCRATIC,DEM,27,10,17,0
0013 NV1A,STRAIGHT PARTY,,LIBERTARIAN,LIB,0,0,0,0
0013 NV1A,U.S. Senate,,MIKE BRAUN,REP,166,125,41,0
0013 NV1A,U.S. Senate,,JOE DONNELLY,DEM,91,47,44,0
0013 NV1A,U.S. Senate,,LUCY M. BRENTON,LIB,15,12,3,0
0013 NV1A,U.S. Senate,,Write-ins,,0,0,0,0
0013 NV1A,SECRETARY OF STATE,,CONNIE LAWSON,REP,187,136,51,0
0013 NV1A,SECRETARY OF STATE,,JIM HARPER,DEM,71,37,34,0
0013 NV1A,SECRETARY OF STATE,,MARK W. RUTHERFORD,LIB,7,6,1,0
0013 NV1A,SECRETARY OF STATE,,Write-ins,,0,0,0,0
0013 NV1A,AUDITOR OF STATE,,TERA KLUTZ,REP,170,129,41,0
0013 NV1A,AUDITOR OF STATE,,JOSELYN WHITTICKER,DEM,81,39,42,0
0013 NV1A,AUDITOR OF STATE,,JOHN SCHICK,LIB,10,8,2,0
0013 NV1A,TREASURER OF STATE,,KELLY MITCHELL,REP,187,137,50,0
0013 NV1A,TREASURER OF STATE,,JOHN C. AGUILERA,DEM,73,39,34,0
0013 NV1A,U.S. House,6,GREG PENCE,REP,180,133,47,0
0013 NV1A,U.S. House,6,JEANNINE LEE LAKE,DEM,80,41,39,0
0013 NV1A,U.S. House,6,TOM FERKINHOFF,LIB,9,7,2,0
0013 NV1A,U.S. House,6,Write-ins,,0,0,0,0
0013 NV1A,State Senate,43,"CLYDE A. (CHIP) PERFECT, JR.",REP,197,141,56,0
0013 NV1A,State Representative,69,JIM LUCAS,REP,189,139,50,0
0013 NV1A,State Representative,69,STEVE SCHOETTMER,DEM,79,41,38,0
0013 NV1A,PROSECUTING ATTORNEY,,BRIAN J. BELDING,REP,215,152,63,0
0013 NV1A,CIRCUIT COURT CLERK,,AMY GWIN THOMPSON,REP,169,124,45,0
0013 NV1A,CIRCUIT COURT CLERK,,RACHAEL SHAW,DEM,102,58,44,0
0013 NV1A,COUNTY AUDITOR,,TESSIA SALSMAN,REP,144,109,35,
0013 NV1A,COUNTY AUDITOR,,KAY SUE VANCE,DEM,128,76,52,0
0013 NV1A,COUNTY RECORDER,,MARY DORSETT KILGORE,REP,157,115,42,
0013 NV1A,COUNTY RECORDER,,SANDRA L. (SANDY) VANCE,DEM,114,68,46,
0013 NV1A,COUNTY SHERIFF,,WM. KENNY FREEMAN,REP,126,92,34,0
0013 NV1A,COUNTY SHERIFF,,GARY M. DRIVER,DEM,147,92,55,0
0013 NV1A,COUNTY ASSESSOR,,RANDY SHEPHERD,REP,159,116,43,0
0013 NV1A,COUNTY ASSESSOR,,KARIE A. WILSON,DEM,112,68,44,0
0013 NV1A,COUNTY COMMISSIONER DISTRICT 3,,MATT SPORLEDER,REP,162,114,48,
0013 NV1A,COUNTY COMMISSIONER DISTRICT 3,,NICK MEGEL,DEM,112,71,41,
0013 NV1A,COUNTY COUNCIL DISTRICT 4,,CHARLES (CHARLIE) WEBER,REP,198,146,52,0
0013 NV1A,COUNTY COUNCIL DISTRICT 4,,"TONY EDER, SR.",DEM,75,38,37,0
0013 NV1A,CENTER TOWNSHIP TRUSTEE,,HANNAH BRIGHT,REP,155,112,43,0
0013 NV1A,CENTER TOWNSHIP TRUSTEE,,LAURIE DAEGER BLACKBURN,DEM,117,72,45,0
0013 NV1A,CENTER TWNSHP ADVISORY BOARD,,CONNIE GAYLE OCHS,REP,143,100,43,0
0013 NV1A,CENTER TWNSHP ADVISORY BOARD,,DAVE EDER,DEM,115,76,39,0
0013 NV1A,CENTER TWNSHP ADVISORY BOARD,,DAN FOX,DEM,129,83,46,0
0013 NV1A,SCHOOL BOARD - DISTRICT 4,,LACK CAMPBELL,,48,35,13,0
0013 NV1A,SCHOOL BOARD - DISTRICT 4,,TONY DAEGER,,153,99,54,0
0013 NV1A,SCHOOL BOARD - DISTRICT 4,,AMY PETTIT,,131,90,41,0
0013 NV1A,SCHOOL BOARD - AT-LARGE,,STEVE ELMORE,,77,54,23,0
0013 NV1A,SCHOOL BOARD - AT-LARGE,,JAIME GREATHOUSE,,74,61,13,0
0013 NV1A,SCHOOL BOARD - AT-LARGE,,ALISHA ROBERTS,,23,15,8,0
0013 NV1A,SCHOOL BOARD - AT-LARGE,,TRAVIS D. SHEPHERD,,99,65,34,0
0013 NV1A,SCHOOL BOARD - AT-LARGE,,SUSAN STEARNS WAHLMAN,,114,77,37,0
0013 NV1A,SUPREME COURT JUSTICE RETENTION,,YES,,116,83,33,0
0013 NV1A,SUPREME COURT JUSTICE RETENTION,,NO,,67,46,21,0
0013 NV1A,CRT OF APPEALS JUDICIAL RETENTION D2,,YES,,117,87,30,0
0013 NV1A,CRT OF APPEALS JUDICIAL RETENTION D2,,NO,,66,42,24,0
0014 NV1B,Registered Voters,,,,539,,,
0014 NV1B,BALLOTS CAST - TOTAL,,,,296,200,96,0
0014 NV1B,PUBLIC QUESTION #1,,YES,,146,105,41,0
0014 NV1B,PUBLIC QUESTION #1,,NO,,73,52,21,0
0014 NV1B,STRAIGHT PARTY,,REPUBLICAN,REP,47,31,16,0
0014 NV1B,STRAIGHT PARTY,,DEMOCRATIC,DEM,22,6,16,0
0014 NV1B,STRAIGHT PARTY,,LIBERTARIAN,LIB,2,2,0,0
0014 NV1B,U.S. Senate,,MIKE BRAUN,REP,156,108,48,0
0014 NV1B,U.S. Senate,,JOE DONNELLY,DEM,115,72,43,0
0014 NV1B,U.S. Senate,,LUCY M. BRENTON,LIB,18,15,3,0
0014 NV1B,U.S. Senate,,Write-ins,,0,0,0,0
0014 NV1B,SECRETARY OF STATE,,CONNIE LAWSON,REP,184,129,55,0
0014 NV1B,SECRETARY OF STATE,,JIM HARPER,DEM,97,59,38,0
0014 NV1B,SECRETARY OF STATE,,MARK W. RUTHERFORD,LIB,6,5,1,0
0014 NV1B,SECRETARY OF STATE,,Write-ins,,0,0,0,0
0014 NV1B,AUDITOR OF STATE,,TERA KLUTZ,REP,176,124,52,0
0014 NV1B,AUDITOR OF STATE,,JOSELYN WHITTICKER,DEM,97,58,39,0
0014 NV1B,AUDITOR OF STATE,,JOHN SCHICK,LIB,12,10,2,0
0014 NV1B,TREASURER OF STATE,,KELLY MITCHELL,REP,183,131,52,0
0014 NV1B,TREASURER OF STATE,,JOHN C. AGUILERA,DEM,92,55,37,0
0014 NV1B,U.S. House,6,GREG PENCE,REP,182,130,52,0
0014 NV1B,U.S. House,6,JEANNINE LEE LAKE,DEM,97,58,39,0
0014 NV1B,U.S. House,6,TOM FERKINHOFF,LIB,8,7,1,0
0014 NV1B,U.S. House,6,Write-ins,,0,0,0,0
0014 NV1B,State Senate,43,"CLYDE A. (CHIP) PERFECT, JR.",REP,210,149,61,0
0014 NV1B,State Representative,69,JIM LUCAS,REP,178,127,51,0
0014 NV1B,State Representative,69,STEVE SCHOETTMER,DEM,108,65,43,0
0014 NV1B,PROSECUTING ATTORNEY,,BRIAN J. BELDING,REP,235,165,70,0
0014 NV1B,CIRCUIT COURT CLERK,,AMY GWIN THOMPSON,REP,163,113,50,0
0014 NV1B,CIRCUIT COURT CLERK,,RACHAEL SHAW,DEM,127,84,43,0
0014 NV1B,COUNTY AUDITOR,,TESSIA SALSMAN,REP,136,101,35,0
0014 NV1B,COUNTY AUDITOR,,KAY SUE VANCE,DEM,156,96,60,0
0014 NV1B,COUNTY RECORDER,,MARY DORSETT KILGORE,REP,160,114,46,0
0014 NV1B,COUNTY RECORDER,,SANDRA L. (SANDY) VANCE,DEM,129,81,48,0
0014 NV1B,COUNTY SHERIFF,,WM. KENNY FREEMAN,REP,123,93,30,0
0014 NV1B,COUNTY SHERIFF,,GARY M. DRIVER,DEM,170,105,65,0
0014 NV1B,COUNTY ASSESSOR,,RANDY SHEPHERD,REP,166,121,45,0
0014 NV1B,COUNTY ASSESSOR,,KARIE A. WILSON,DEM,121,72,49,0
0014 NV1B,COUNTY COMMISSIONER DISTRICT 3,,MATT SPORLEDER,REP,146,103,43,0
0014 NV1B,COUNTY COMMISSIONER DISTRICT 3,,NICK MEGEL,DEM,142,91,51,0
0014 NV1B,COUNTY COUNCIL DISTRICT 4,,CHARLES (CHARLIE) WEBER,REP,189,136,53,0
0014 NV1B,COUNTY COUNCIL DISTRICT 4,,"TONY EDER, SR.",DEM,100,60,40,0
0014 NV1B,CENTER TOWNSHIP TRUSTEE,,HANNAH BRIGHT,REP,146,110,36,0
0014 NV1B,CENTER TOWNSHIP TRUSTEE,,LAURIE DAEGER BLACKBURN,DEM,143,86,57,0
0014 NV1B,CENTER TWNSHP ADVISORY BOARD,,CONNIE GAYLE OCHS,REP,146,105,41,0
0014 NV1B,CENTER TWNSHP ADVISORY BOARD,,DAVE EDER,DEM,140,94,46,0
0014 NV1B,CENTER TWNSHP ADVISORY BOARD,,DAN FOX,DEM,151,102,49,0
0014 NV1B,SCHOOL BOARD - DISTRICT 4,,ZACK CAMPBELL,,65,50,15,0
0014 NV1B,SCHOOL BOARD - DISTRICT 4,,TONY DAEGER,,173,115,58,0
0014 NV1B,SCHOOL BOARD - DISTRICT 4,,AMY PETTIT,,146,100,46,0
0014 NV1B,SCHOOL BOARD - AT-LARGE,,STEVE ELMORE,,93,69,24,0
0014 NV1B,SCHOOL BOARD - AT-LARGE,,JAIME GREATHOUSE,,66,47,19,0
0014 NV1B,SCHOOL BOARD - AT-LARGE,,ALISHA ROBERTS,,33,24,9,0
0014 NV1B,SCHOOL BOARD - AT-LARGE,,TRAVIS D. SHEPHERD,,107,70,37,0
0014 NV1B,SCHOOL BOARD - AT-LARGE,,SUSAN STEARNS WAHLMAN,,143,94,49,0
0014 NV1B,SUPREME COURT JUSTICE RETENTION,,YES,,126,91,35,0
0014 NV1B,SUPREME COURT JUSTICE RETENTION,,NO,,88,63,25,
0014 NV1B,CRT OF APPEALS JUDICIAL RETENTION D2,,YES,,125,90,35,0
0014 NV1B,CRT OF APPEALS JUDICIAL RETENTION D2,,NO,,88,63,25,0
0015 NV2A,Registered Voters,,,,375,,,
0015 NV2A,BALLOTS CAST - TOTAL,,,,214,153,61,0
0015 NV2A,PUBLIC QUESTION #1,,YES,,95,65,30,0
0015 NV2A,PUBLIC QUESTION #1,,NO,,50,46,4,0
0015 NV2A,STRAIGHT PARTY,,REPUBLICAN,REP,37,29,8,0
0015 NV2A,STRAIGHT PARTY,,DEMOCRATIC,DEM,23,14,9,0
0015 NV2A,STRAIGHT PARTY,,LIBERTARIAN,LIB,0,0,0,0
0015 NV2A,U.S. Senate,,MIKE BRAUN,REP,125,95,30,0
0015 NV2A,U.S. Senate,,JOE DONNELLY,DEM,75,47,28,0
0015 NV2A,U.S. Senate,,LUCY M. BRENTON,LIB,7,7,0,0
0015 NV2A,U.S. Senate,,Write-ins,,0,0,0,0
0015 NV2A,SECRETARY OF STATE,,CONNIE LAWSON,REP,134,99,35,0
0015 NV2A,SECRETARY OF STATE,,JIM HARPER,DEM,67,45,22,0
0015 NV2A,SECRETARY OF STATE,,MARK W. RUTHERFORD,LIB,5,4,1,0
0015 NV2A,SECRETARY OF STATE,,Write-ins,,0,0,0,0
0015 NV2A,AUDITOR OF STATE,,TERA KLUTZ,REP,124,96,28,0
0015 NV2A,AUDITOR OF STATE,,JOSELYN WHITTICKER,DEM,70,46,24,0
0015 NV2A,AUDITOR OF STATE,,JOHN SCHICK,LIB,7,5,2,0
0015 NV2A,TREASURER OF STATE,,KELLY MITCHELL,REP,139,106,33,0
0015 NV2A,TREASURER OF STATE,,JOHN C. AGUILERA,DEM,63,41,22,0
0015 NV2A,U.S. House,6,GREG PENCE,REP,134,101,33,0
0015 NV2A,U.S. House,6,JEANNINE LEE LAKE,DEM,72,47,25,0
0015 NV2A,U.S. House,6,TOM FERKINHOFF,LIB,1,1,0,0
0015 NV2A,U.S. House,6,Write-ins,,0,0,0,0
0015 NV2A,State Senate,43,"CLYDE A. (CHIP) PERFECT, JR.",REP,147,112,35,0
0015 NV2A,State Representative,69,JIM LUCAS,REP,134,104,30,0
0015 NV2A,State Representative,69,STEVE SCHOETTMER,DEM,74,46,28,0
0015 NV2A,PROSECUTING ATTORNEY,,BRIAN J. BELDING,REP,165,125,40,0
0015 NV2A,CIRCUIT COURT CLERK,,AMY GWIN THOMPSON,REP,127,95,32,0
0015 NV2A,CIRCUIT COURT CLERK,,RACHAEL SHAW,DEM,83,55,28,0
0015 NV2A,COUNTY AUDITOR,,TESSIA SALSMAN,REP,99,76,23,0
0015 NV2A,COUNTY AUDITOR,,KAY SUE VANCE,DEM,109,74,35,0
0015 NV2A,COUNTY RECORDER,,MARY DORSETT KILGORE,REP,118,90,28,0
0015 NV2A,COUNTY RECORDER,,SANDRA L. (SANDY) VANCE,DEM,92,61,31,0
0015 NV2A,COUNTY SHERIFF,,WM. KENNY FREEMAN,REP,98,80,18,0
0015 NV2A,COUNTY SHERIFF,,GARY M. DRIVER,DEM,113,71,42,0
0015 NV2A,COUNTY ASSESSOR,,RANDY SHEPHERD,REP,123,88,35,0
0015 NV2A,COUNTY ASSESSOR,,KARIE A. WILSON,DEM,81,58,23,0
0015 NV2A,COUNTY COMMISSIONER DISTRICT 3,,MATT SPORLEDER,REP,104,77,27,0
0015 NV2A,COUNTY COMMISSIONER DISTRICT 3,,NICK MEGEL,DEM,107,74,33,0
0015 NV2A,COUNTY COUNCIL DISTRICT 4,,CHARLES (CHARLIE) WEBER,REP,145,111,34,0
0015 NV2A,COUNTY COUNCIL DISTRICT 4,,"TONY EDER, SR.",DEM,63,39,24,0
0015 NV2A,CENTER TOWNSHIP TRUSTEE,,HANNAH BRIGHT,REP,105,81,24,0
0015 NV2A,CENTER TOWNSHIP TRUSTEE,,LAURIE DAEGER BLACKBURN,DEM,102,67,35,0
0015 NV2A,CENTER TWNSHP ADVISORY BOARD,,CONNIE GAYLE OCHS,REP,115,83,32,0
0015 NV2A,CENTER TWNSHP ADVISORY BOARD,,DAVE EDER,DEM,88,65,23,0
0015 NV2A,CENTER TWNSHP ADVISORY BOARD,,DAN FOX,DEM,110,78,32,0
0015 NV2A,SCHOOL BOARD - DISTRICT 4,,ZACK CAMPBELL,,39,31,8,0
0015 NV2A,SCHOOL BOARD - DISTRICT 4,,TONY DAEGER,,116,79,37,0
0015 NV2A,SCHOOL BOARD - DISTRICT 4,,AMY PETTIT,,107,80,27,0
0015 NV2A,SCHOOL BOARD - AT-LARGE,,STEVE ELMORE,,64,44,20,0
0015 NV2A,SCHOOL BOARD - AT-LARGE,,JAIME GREATHOUSE,,40,26,14,0
0015 NV2A,SCHOOL BOARD - AT-LARGE,,ALISHA ROBERTS,,18,15,3,0
0015 NV2A,SCHOOL BOARD - AT-LARGE,,TRAVIS D. SHEPHERD,,72,46,26,0
0015 NV2A,SCHOOL BOARD - AT-LARGE,,SUSAN STEARNS WAHLMAN,,98,76,22,0
0015 NV2A,SUPREME COURT JUSTICE RETENTION,,YES,,101,78,23,0
0015 NV2A,SUPREME COURT JUSTICE RETENTION,,NO,,49,34,15,
0015 NV2A,CRT OF APPEALS JUDICIAL RETENTION D2,,YES,,98,76,22,0
0015 NV2A,CRT OF APPEALS JUDICIAL RETENTION D2,,NO,,50,36,14,0
0016 NV2B,Registered Voters,,,,665,,,
0016 NV2B,BALLOTS CAST - TOTAL,,,,380,265,115,0
0016 NV2B,PUBLIC QUESTION #1,,YES,,189,137,52,0
0016 NV2B,PUBLIC QUESTION #1,,NO,,116,86,30,0
0016 NV2B,STRAIGHT PARTY,,REPUBLICAN,REP,49,34,15,0
0016 NV2B,STRAIGHT PARTY,,DEMOCRATIC,DEM,20,8,12,0
0016 NV2B,STRAIGHT PARTY,,LIBERTARIAN,LIB,0,0,0,
0016 NV2B,U.S. Senate,,MIKE BRAUN,REP,244,176,68,0
0016 NV2B,U.S. Senate,,JOE DONNELLY,DEM,115,74,41,0
0016 NV2B,U.S. Senate,,LUCY M. BRENTON,LIB,14,10,4,0
0016 NV2B,U.S. Senate,,Write-ins,,0,0,0,0
0016 NV2B,SECRETARY OF STATE,,CONNIE LAWSON,REP,261,193,68,0
0016 NV2B,SECRETARY OF STATE,,JIM HARPER,DEM,103,61,42,0
0016 NV2B,SECRETARY OF STATE,,MARK W. RUTHERFORD,LIB,7,6,1,0
0016 NV2B,SECRETARY OF STATE,,Write-ins,,0,0,0,0
0016 NV2B,AUDITOR OF STATE,,TERA KLUTZ,REP,246,179,67,0
0016 NV2B,AUDITOR OF STATE,,JOSELYN WHITTICKER,DEM,109,63,46,0
0016 NV2B,AUDITOR OF STATE,,JOHN SCHICK,LIB,9,9,0,0
0016 NV2B,TREASURER OF STATE,,KELLY MITCHELL,REP,262,192,70,0
